title,authors,id,source,date,url,abstract
Correction to “Calhm6 Governs Macrophage Polarization Through Chp1‐Camk4‐Creb1 Axis and Ectosomal Delivery in Inflammatory Responses”,Matched: cat /papers/PMC13383683/content.lines --lines 8-11,PMC13383683,PMC,2026-07-20,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13383683/,
Microglial Calhm2 regulates neuroinflammation and contributes to Alzheimer’s disease pathology,Jinbo Cheng; Yuan Dong; Jun Ma; Ruiyuan Pan; Yajin Liao; Xiangxi Kong; Xiaoheng Li; Shuoshuo Li; Pin...,Matched: Calhm2 knockout inhibits LPS-induced neuroinflammation in vivo and in,cat /papers/PMC8386937/content.lines --lines 39-40,2021-08-25,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8386937/,This study investigated the role of microglial Calhm2 in neuroinflammation and Alzheimer's disease. Microglial Calhm2 was found to regulate neuroinflammation and contribute to Alzheimer's disease pathology.
Baicalin Modulates Inflammatory Response of Macrophages Activated by LPS via Calcium-CHOP Pathway,Hyo-Jin An; Ji-Young Lee; Wansu Park,Matched: 5. Conclusions,cat /papers/PMC9563021/content.lines --lines 55-60,2022-09-30,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9563021/,Baicalin was studied for its anti-inflammatory effects on LPS-activated macrophages. It significantly reduced inflammatory cytokine production and reactive oxygen species via the calcium-CHOP pathway.
"CTRP6 promotes the macrophage inflammatory response, and its deficiency attenuates LPS-induced inflammation",Cheng Xu; Dylan C. Sarver; Xia Lei; Ageline Sahagun; Jun Zhong; Chan Hyun Na; Assaf Rudich; G. Willi...,Matched: Discussion,cat /papers/PMC10789631/content.lines --lines 173-174,2023-12-14,https://doi.org/10.1016/j.jbc.2023.105566,CTRP6 was studied for its role in macrophage inflammation. CTRP6 promotes inflammatory responses in macrophages and dampens LPS-induced inflammation in mice.
Moutan Cortex Extract Modulates Macrophage Activation via Lipopolysaccharide-Induced Calcium Signaling and ER Stress-CHOP Pathway,Hyun-Ju Kim; Do-Hoon Kim; Wansu Park,Matched: 2.4. Cytosolic Calcium Level,cat /papers/PMC9916843/content.lines --lines 21,2023-01-20,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9916843/,"Moutan Cortex extract was studied for its effects on lipopolysaccharide-induced macrophage activation. The extract significantly inhibited inflammatory mediators, calcium signaling, and ER stress-related gene expression."
miR-106a Targets Anoctamin 1 (ANO1) to Regulate Lipopolysaccharide (LPS)-Induced Inflammatory Response in Macrophages,Junfeng Heng; Dingye Wu; Shiqi Lu; Yiming Zhao,Matched: miR-106a level is increased and ANO1 level is downregulated in LPS-tre,cat /papers/PMC7556292/content.lines --lines 55,2020-10-10,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7556292/,"This study investigated miR-106a and ANO1's role in LPS-induced inflammation in macrophages. MiR-106a targets ANO1 to regulate this inflammatory response, suggesting therapeutic potential."
Dietary targeting of TRPM8 rewires macrophage immunometabolism reducing colitis severity,D. Cicia; F. Biscu; FA. Iannotti; M. Miraglia; C. Ferrante; N. Iaccarino; S. Cadenas de Miguel; A. C...,Matched: TRPM8 is required for LPS-induced Ca2+ influx in macrophages,cat /papers/PMC12032354/content.lines --lines 33-35,2025-04-25,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12032354/,"TRPM8 channels in macrophages were targeted with luteolin, a dietary flavonoid. This intervention reduced colitis severity by promoting a tolerogenic macrophage phenotype and decreasing pro-inflammatory cytokine production."
Osteocalcin Alleviates Lipopolysaccharide-Induced Acute Inflammation via Activation of GPR37 in Macrophages,Zhengjiang Qian; Chunhua Liu; Hongchao Li; Haiyang Yang; Jianhao Wu; Jing Liu; Yanjiao Li; Xuhui Che...,Matched: 3.2. OCN Inhibits the Release of Pro-Inflammatory Factors in LPS-Treat,cat /papers/PMC9138386/content.lines --lines 45,2022-04-27,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9138386/,"Osteocalcin alleviates LPS-induced acute inflammation by activating GPR37 in macrophages. This activation reduces inflammatory cytokine release and enhances phagocytic function, offering a potential therapeutic strategy."
Calcitonin Peptide Family Members Are Differentially Regulated by LPS and Inhibit Functions of Rat Alveolar NR8383 Macrophages,Aichurek Soultanova; Zbigniew Mikulski; Uwe Pfeil; Veronika Grau; Wolfgang Kummer,Matched: Calcium measurements,cat /papers/PMC5063294/content.lines --lines 51-53,2016-10-13,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5063294/,"Calcitonin peptide family members and their receptors are differentially regulated by LPS in rat alveolar macrophages. These peptides inhibit macrophage phagocytosis and TNF-α production, suggesting a feedback mechanism in bacterial infection."
Mitochondrial Calcium Nanoregulators Reverse the Macrophage Proinflammatory Phenotype Through Restoring Mitochondrial Calcium Homeostasis for the Treatment of Osteoarthritis,Xiao Lei; Guodong Tan; Yiming Wang; Li Chen; Yuan Cao; Bingxin Si; Zhen Zhen; Bei Li; Yan Jin; Wei W...,Matched: METP NPs Regulate Calcium Homeostasis in BMDMs Under LPS Stimulation i,cat /papers/PMC10046163/content.lines --lines 81-83,2023-03-24,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10046163/,Mitochondrial calcium nanoregulators (METP NPs) were developed to target and block excess calcium influx into mitochondria. These nanoparticles effectively reversed the proinflammatory phenotype of macrophages in osteoarthritis by restoring mitochondrial calcium homeostasis.
Selection of reliable reference genes for the normalisation of gene expression levels following time course LPS stimulation of murine bone marrow derived macrophages,"Akane Tanaka, Joyce To, Bronwyn O’Brien, Sheila Donnelly, Maria Lund",PMC5627409,biomedrxiv,2017-10-03,https://doi.org/10.1186/s12865-017-0223-y,"This study assessed the stability of eight common reference genes in LPS-stimulated murine macrophages. It found that some traditional genes are unreliable, and identified two new, stable reference genes for accurate gene expression analysis."
Calcium Signaling in Macrophages During a Wound Response In Vivo,Jordan A. Munos; Pui-Ying Lam,PMC13206805,biomedrxiv,2026-05-16,https://doi.org/10.3390/ijms27104463,
CD169+ macrophage intrinsic IL-10 production regulates immune homeostasis during sepsis,Stephen T. Yeung; Luis J. Ovando; Ashley J. Russo; Vijay A. Rathinam; Kamal M. Khanna,Matched: LPS treatment,cat /papers/PMC10123955/content.lines --lines 56,2023-03-02,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10123955/,CD169+ macrophages were studied for their role in regulating immune responses during sepsis. Their intrinsic IL-10 production is essential for survival and preventing excessive inflammation in this condition.
Intracellular pools of DAG-activated TRPC3 channels are essential for TLR4 activation,"Javier Casas *, Clara Meana, José Ramón López-López, Jesús Balsinde, María A. Balboa *",bio_33eb46886cdf,bioRxiv,2021-02-24,,"This study investigated the role of TRPC3 channels in Toll-like receptor 4 activation. Intracellular TRPC3 channels, activated by DAG, are essential for LPS-induced calcium signaling and subsequent inflammatory responses."
CD163 deficiency facilitates lipopolysaccharide‐induced inflammatory responses and endotoxin shock in mice,Yukio Fujiwara; Koji Ohnishi; Hasita Horlad; Yoichi Saito; Daisuke Shiraishi; Hiroto Takeya; Daiki Y...,Matched: CD163 deficiency exacerbates disease severity in autoantibody‐/LPS‐ind,cat /papers/PMC7518957/content.lines --lines 36-37,2020-09-25,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7518957/,CD163 deficiency was studied in mouse models of endotoxin shock and arthritis. The absence of CD163 exacerbated inflammatory responses and reduced survival in endotoxin shock.
LPS inhibits TRIM65 expression in macrophages and C57BL/6J mouse by activating the ERK1/2 signaling pathway,Xufang Zeng; Xinxin Deng; Yuqi Ni; Hongfeng Bi; Meiling Jiang; Dan Wang; Pengzhi Dong; Yunfei Xiao; ...,Matched: Introduction,cat /papers/PMC10068263/content.lines --lines 15-16,2023-03-14,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10068263/,"LPS treatment was studied for its effect on TRIM65 expression in macrophages and mice. LPS inhibits TRIM65 expression via the ERK1/2 pathway, and TRIM65 knockout exacerbates inflammatory cytokine production."
Rubi Fructus Water Extract Alleviates LPS-Stimulated Macrophage Activation via an ER Stress-Induced Calcium/CHOP Signaling Pathway,Do-Hoon Kim; Ji-Young Lee; Young-Jin Kim; Hyun-Ju Kim; Wansu Park,Matched: 2.6. Effects of RF on Intracellular Calcium Release in RAW 264.7 Stimu,cat /papers/PMC7700618/content.lines --lines 25,2020-11-22,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7700618/,"Rubi Fructus water extract was studied for its effects on LPS-stimulated macrophages. The extract alleviates inflammation by modulating ER stress, calcium signaling, and cytokine production."
Lipin-1-derived diacylglycerol activates intracellular TRPC3 which is critical for inflammatory signaling,Javier Casas; Clara Meana; José Ramón López-López; Jesús Balsinde; María A. Balboa,Matched: LPS-induced calcium signaling is mediated by TRPC3,cat /papers/PMC8629864/content.lines --lines 22-23,2021-11-10,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8629864/,"This study investigated the role of TRPC3 in LPS-induced inflammation. TRPC3, activated by lipin-1-derived diacylglycerol, is critical for calcium release, NF-κB activation, and cytokine upregulation, offering a potential therapeutic target."
Calcium trafficking and gastrointestinal physiology following an acute lipopolysaccharide challenge in pigs,Julie Opgenorth; Edith J Mayorga; Megan A Abeyta; Brady M Goetz; Sonia Rodriguez-Jimenez; Alyssa D F...,Matched: Results,cat /papers/PMC11034434/content.lines --lines 86-130,2024-03-14,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11034434/,"This study investigated how lipopolysaccharide (LPS) affects calcium (Ca) levels and gastrointestinal function in pigs. LPS caused hypocalcemia and altered gastrointestinal dynamics, but the exact Ca distribution remained unclear."
Efficacy of caerulomycin A in modulating macrophage polarization and cytokine response in a murine model of lipopolysaccharide-induced sepsis,Jun Zhang; Shiyue Tang,Matched: Macrophages in sepsis show a trend of M1 polarization,cat /papers/PMC11724434/content.lines --lines 48-50,2025-01-10,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11724434/,Caerulomycin A was studied for its effects on macrophage polarization and cytokine response in a mouse model of LPS-induced sepsis. Caerulomycin A treatment improved survival by shifting macrophages from an M1 to an M2 phenotype and reducing pro-inflammatory cytokines.
"Lipopolysaccharide (LPS)-induced Macrophage Activation and Signal Transduction in the Absence of Src-Family Kinases Hck, Fgr, and Lyn",Fanying Meng; Clifford A. Lowell,PMC2196288,PMC,1997-05-05,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2196288/,"This study investigated LPS-induced macrophage activation in mice lacking Src-family kinases Hck, Fgr, and Lyn. Macrophages from these mice showed no major defects in LPS-induced activation, indicating these kinases are not obligatory for LPS signaling."
Macrophage phenotype in sepsis immunosuppression,E Theodorakis; E Diamantaki; C Tsatsanis; D Georgopoulos; K Vaporidi,PMC4470529,Critical Care,2015-03-16,https://doi.org/10.1186/cc14124,
Intracellular Calcium as a Regulator of Polarization and Target Reprogramming of Macrophages,Marina Y. Pogonyalova; Daniil Y. Popov; Andrey Y. Vinokurov,Matched: 6. Calcium Homeostasis Regulation in Macrophage Reprogramming: Perspec,cat /papers/PMC12733035/content.lines --lines 47-48,2025-12-10,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12733035/,This review examines how intracellular calcium homeostasis influences macrophage polarization into M1 or M2 phenotypes. Maintaining proper calcium balance is crucial for macrophage function and can be targeted for therapeutic interventions in diseases.
Alleviative Effect of Geniposide on Lipopolysaccharide-Stimulated Macrophages via Calcium Pathway,Hyun-Ju Kim; Wansu Park,Matched: 3. Discussion,cat /papers/PMC10855527/content.lines --lines 32,2024-01-31,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10855527/,Geniposide's effect on LPS-stimulated macrophages was studied using various assays. Geniposide alleviates inflammation in these cells by modulating the calcium pathway.
Origin recognition complex subunit 6 (ORC6) is a key mediator of LPS-induced NFκB activation and the pro-inflammatory response,Zichen Xie; Haisu Lu; Jiayi Zheng; Jianfeng Song; Keyu Sun,Matched: ORC6 silencing ameliorates LPS-induced pro-inflammatory response in TH,cat /papers/PMC11323635/content.lines --lines 52,2024-08-14,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11323635/,"ORC6's role in LPS-induced NFκB activation and pro-inflammatory responses in macrophages was studied. ORC6 is a key mediator of these responses, essential for cytokine production and protection against septic shock."
M1 Macrophage Polarization Is Dependent on TRPC1-Mediated Calcium Entry,"Arun Chauhan, Yuyang Sun, Pramod Sukumaran, Fredice O. Quenum Zangbede, Christopher N. Jondle, Atul ...",PMC6174824,biomedrxiv,2018-09-20,https://doi.org/10.1016/j.isci.2018.09.014,This study investigated the role of calcium channels in macrophage polarization. TRPC1-mediated calcium entry is essential for inducing the M1 inflammatory macrophage phenotype.
Chimeric Peptidomimetic Antibiotic Efficiently Neutralizes Lipopolysaccharides (LPS) and Bacteria-Induced Activation of RAW Macrophages,Ali Javed; Cornelis J. Slingerland; Thomas M. Wood; Nathaniel I. Martin; Femke Broere; Markus H. Wei...,Matched: Discussion,cat /papers/PMC10012172/content.lines --lines 36-37,2023-02-15,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10012172/,"A chimeric peptidomimetic antibiotic (CPA) was studied for its anti-inflammatory capacity. CPA effectively neutralized LPS and reduced bacteria-induced macrophage activation, suggesting dual therapeutic potential."
Lomerizine attenuates LPS-induced acute lung injury by inhibiting the macrophage activation through reducing Ca2+ influx,Yunduan Song; Yusen Gou; Jiameng Gao; Dongxin Chen; Haibo Zhang; Wenjuan Zhao; Feng Qian; Ajing Xu; ...,Matched: Conflict of interest,cat /papers/PMC10484514/content.lines --lines 80,2023-08-24,https://doi.org/10.3389/fphar.2023.1236469,Lomerizine was studied for its effects on LPS-induced acute lung injury in mice. Lomerizine attenuates lung injury by inhibiting macrophage activation through reduced calcium influx.
LPS-induced senescence of macrophages aggravates calcification and senescence of vascular smooth muscle cells via IFITM3,Ya-Ping Fang; Xin Yang; Ying Zhang; Xiao-Dong Zhu; Xiao-Xu Wang; Yan Liu; Wen Shi; Jia-Yi Huang; Yu ...,Matched: Enhanced release of IFITM3 by LPS-induced macrophages,cat /papers/PMC11232647/content.lines --lines 60-61,2024-07-08,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11232647/,LPS-induced macrophage senescence was studied in relation to vascular smooth muscle cell (VSMC) calcification. Senescent macrophages accelerate VSMC calcification and senescence through IFITM3.
Lipocalin-2 Alleviates LPS-Induced Inflammation Through Alteration of Macrophage Properties,Huahua Du; Li Liang; Jiahui Li; Qingqing Xiong; Xin Yu; Hong Yu,Matched: Lcn2 is Predominantly Located in Macrophages During Inflammation,cat /papers/PMC8405166/content.lines --lines 79-80,2021-08-26,https://doi.org/10.2147/JIR.S328916,Lipocalin-2's role in LPS-induced inflammation was studied in mice and macrophages. Lcn2 alleviates inflammation by enhancing macrophage phagocytosis and autophagy.
"Nimodipine reduces microglial activation  in vitro  as evidenced by morphological phenotype, phagocytic activity and next generation RNA sequencing","István Pesti, Valentin Varga, Erda Qorri, Rita Frank, Diana Kata, Krisztián Vinga, Péter Archibald S...",Matched: LPS modifies intracellular calcium homeostasis with distinct action of,cat /papers/bio_3b6c80166e73/content.lines --lines 84-87,2024-11-11,,"Nimodipine was studied for its effects on activated microglia in brain slices and cultures. The drug reduced microglial activation, evidenced by altered morphology, increased phagocytosis, and modulated gene expression."
Cryo-EM structures of calcium homeostasis modulator channels in diverse oligomeric assemblies,Kanae Demura; Tsukasa Kusakizako; Wataru Shihoya; Masahiro Hiraizumi; Kengo Nomura; Hiroto Shimada; ...,Matched: INTRODUCTION,cat /papers/PMC7439320/content.lines --lines 12-13,2020-07-17,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7439320/,Cryo-electron microscopy determined structures of calcium homeostasis modulator channels. These structures elucidate ATP conduction and diverse oligomeric assembly mechanisms.
TRPC channels blockade abolishes endotoxemic cardiac dysfunction by hampering intracellular inflammation and Ca2+ leakage,Na Tang; Wen Tian; Guang-Yuan Ma; Xiong Xiao; Lei Zhou; Ze-Zhi Li; Xiao-Xiao Liu; Chong-Yao Li; Ke-H...,Matched: Uncoupled CaM from TRPC interacts with TLR4 directly,cat /papers/PMC9718841/content.lines --lines 34-35,2022-12-02,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9718841/,"TRPC1 and TRPC6 channels were studied in endotoxemic cardiac dysfunction. Blocking these channels prevents intracellular inflammation and calcium leakage, offering cardioprotection."
Cryo-EM structure of the calcium homeostasis modulator 1 channel,Yue Ren; Tianlei Wen; Zhiqin Xi; Shunjin Li; Jing Lu; Xing Zhang; Xue Yang; Yuequan Shen,Matched: INTRODUCTION,cat /papers/PMC7439498/content.lines --lines 12-14,2020-07-17,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7439498/,"The cryo-EM structure of the CALHM1 channel was determined, revealing an octameric assembly. The N terminus was found to be located almost entirely within the channel pore."
Mathematical modelling of activation-induced heterogeneity reveals cell state transitions underpinning macrophage responses to LPS,"S. Dey, D. Boucher, J. W. Pitchford, D. Lagos *",Matched: Macrophage community AIH is dependent on LPS dose,cat /papers/bio_206e5a356c66/content.lines --lines 42-45,2021-09-19,,"This study mathematically models macrophage responses to LPS, analyzing single-cell protein expression. Macrophage hypo-responsiveness to secondary LPS challenges is driven by altered transition rates to non-responsive states."
Protective effect of 6′-Sialyllactose on LPS-induced macrophage inflammation via regulating Nrf2-mediated oxidative stress and inflammatory signaling pathways,Hami Yu; Yujin Jin; Hyesu Jeon; Lila Kim; Kyung-Sun Heo,Matched: 6'-SL suppresses ROS production in mouse endothelium 6'-SL inhibits LP,cat /papers/PMC11519721/content.lines --lines 52,2024-11-01,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11519721/,This study investigated 6'-sialyllactose's effect on LPS-induced macrophage inflammation. 6'-SL reduced inflammation and oxidative stress by regulating Nrf2 and inflammatory pathways.
Helminth Induced Suppression of Macrophage Activation Is Correlated with Inhibition of Calcium Channel Activity,Arun Chauhan; Yuyang Sun; Biswaranjan Pani; Fredice Quenumzangbe; Jyotika Sharma; Brij B. Singh; Bib...,Matched: PL inhibits TLR ligand-induced inflammatory cytokine production in mac,cat /papers/PMC4094426/content.lines --lines 49-50,2014-07-11,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4094426/,"Murine neurocysticercosis was studied to understand immune suppression mechanisms. Parasite ligands inhibit macrophage activation by blocking calcium channel activity, preventing inflammation."
