title,authors,id,source,date,url,abstract
Transcriptome Analysis Provides Insights into the Markers of Resting and LPS-Activated Macrophages in Grass Carp (Ctenopharyngodon idella),Yazhen Hu; Xiaolei Wei; Zhiwei Liao; Yu Gao; Xiaoling Liu; Jianguo Su; Gailing Yuan,Matched: 3. Discussion,cat /papers/PMC6274997/content.lines --lines 39-40,2018-11-12,https://doi.org/10.3390/ijms19113562,"This study analyzed the transcriptomes of resting and LPS-activated grass carp macrophages. Four novel cell surface markers and two chemokines were identified as potential macrophage markers, with others indicating activation."
CX3CL1 deficiency ameliorates acute kidney injury by inhibiting macrophage mitochondrial dysfunction and mtDNA-cGAS-STING signaling,Qiming Gong; Fahui Liu; Yuqing Huang; Dehui Li; Tingting Zhou; Chen Zeng; Yan Jiang; Huang Wei; Yong...,Matched: Inhibition of CX3CL1 promotes the anti-inflammatory phenotype of macro,cat /papers/PMC12847948/content.lines --lines 67-68,2025-12-13,https://doi.org/10.1038/s41420-025-02915-w,CX3CL1 deficiency was studied in a lipopolysaccharide-induced acute kidney injury model. CX3CL1 inhibition ameliorates kidney injury by improving macrophage mitochondrial function and suppressing mtDNA-cGAS-STING signaling.
Macrophage Polarization: Different Gene Signatures in M1(LPS+) vs. Classically and M2(LPS–) vs. Alternatively Activated Macrophages,"Marco Orecchioni, Yanal Ghosheh, Akula Bala Pramod, Klaus Ley",Matched: In vivo M1(=LPS+)C57BL/6J Exclusive Genes Drive Anti-bacterial Immune,cat /papers/PMC6543837/content.lines --lines 40-43,2019-05-24,https://doi.org/10.3389/fimmu.2019.01084,This study compared gene expression in *in vivo* M1/M2 macrophages with *in vitro* classically/alternatively activated macrophages. The findings indicate that *in vivo* M1/M2 polarization is not equivalent to *in vitro* activation states.
Temporal expression of CXCR2 ligands in a rat model of LPS—induced pulpitis,Marion Florimond; Sandra Minic; Coralie Torrens; Lucas T. Duong; Catherine Chaussain; Emmanuelle Ren...,Matched: Gene quantification,cat /papers/PMC13243519/content.lines --lines 45-47,2026-04-16,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13243519/,"Neutrophils play a central yet dual role in pulpitis, the inflammatory response to dental caries. Because CXCR2 ligands regulate neutrophil recruitment and function, this study focused on the temporal"
CX3CL1 promotes M1 macrophage polarization and osteoclast differentiation via NSUN5-mediated m5C modification,Zhibin Deng; Wei Zhong,Matched: CX3CL1 is highly expressed in vitro,cat /papers/PMC12255738/content.lines --lines 64-65,2025-07-12,https://doi.org/10.1038/s41598-025-11046-2,CX3CL1 promotes M1 macrophage polarization and osteoclast differentiation. This process is regulated by NSUN5-mediated m5C modification of CX3CL1 mRNA.
C-X-C receptor 7 agonist acts as a C-X-C motif chemokine ligand 12 inhibitor to ameliorate osteoclastogenesis and bone resorption,Alexander Patera Nugraha; Hideki Kitaura; Fumitoshi Ohori; Adya Pramusita; Saika Ogawa; Takahiro Nog...,Matched: CXCR7 agonist inhibits LPS-induced osteoclastogenesis in vivo,cat /papers/PMC8778739/content.lines --lines 31,2022-01-11,https://doi.org/10.3892/mmr.2022.12594,A CXCR7 agonist was tested for its effects on LPS-induced osteoclastogenesis and bone resorption in mice. The agonist reduced osteoclast formation and bone loss by inhibiting CXCL12's enhancement of osteoclast differentiation.
CXCL13 Is Involved in the Lipopolysaccharide-Induced Hyperpermeability of Umbilical Vein Endothelial Cells,Wen Chen; Yi Wang; Ting Zhou; Yuansheng Xu; Jianwei Zhan; Jinhong Wu,Matched: CXCL13-Neutralizing Antibody Increased the Survival Rate of Mice with,cat /papers/PMC7476967/content.lines --lines 65-66,2020-06-04,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7476967/,"This study investigated CXCL13's role in lipopolysaccharide-induced hyperpermeability in endothelial cells. CXCL13 contributes to this hyperpermeability by regulating p38 signaling, suggesting it's a potential therapeutic target for sepsis."
Potential Roles of Innate Immune Chemokine and Cytokine Network on Lipopolysaccharide-Based Therapeutic Approach in Ovarian Cancer,Rosa Mistica C. Ignacio; Eun-Sook Lee; Deok-Soo Son,Matched: RESULTS AND DISCUSSION,cat /papers/PMC6597445/content.lines --lines 35-37,2019-06-17,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6597445/,Lipopolysaccharide (LPS) was tested as a therapeutic approach for ovarian cancer in a mouse model. LPS significantly increased survival and reduced tumor burden by activating the innate immune system.
Macrophage TRIM21 lactylation exacerbates infection-induced orchitis through enhancing STAT1-mediated CXCL9 and CXCL10 production,Wenjing Tang; Wenjie Chen; Na Li; Wei Li; Zhigang Lei; Wenhui Sun; Xuan Xie; Yihong Jiang; Ying Chen...,Matched: Macrophages are a predominant cellular source of CXCL9 and CXCL10 in t,cat /papers/PMC12847007/content.lines --lines 31-32,2026-01-14,https://doi.org/10.3389/fimmu.2025.1684836,"Macrophage TRIM21 lactylation was studied in infection-induced orchitis models. Lactylated TRIM21 enhances STAT1-mediated CXCL9/10 production, worsening testicular inflammation and spermatogenic disruption."
XIAOPI Formula Inhibits Breast Cancer Stem Cells via Suppressing Tumor-Associated Macrophages/C-X-C Motif Chemokine Ligand 1 Pathway,Shengqi Wang; Xiaoyan Liu; Renlun Huang; Yifeng Zheng; Neng Wang; Bowen Yang; Honglin Situ; Yi Lin; ...,Matched: XPS Suppresses Breast CSCs by Modulating TAMs/CXCL1 Pathway,cat /papers/PMC6874098/content.lines --lines 56-57,2019-11-15,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6874098/,XIAOPI formula was studied for its effects on breast cancer cells and tumor-associated macrophages. The formula inhibits breast cancer stem cells by suppressing the TAMs/CXCL1 pathway.
Differential Protein Expression Profiles of Bronchoalveolar Lavage Fluid Following Lipopolysaccharide-Induced Direct and Indirect Lung Injury in Mice,Xinping Yue; Jessie J. Guidry,Matched: 2.3. Differential Regulation of Cxcl15 by Direct and Indirect Lung Inj,cat /papers/PMC6679226/content.lines --lines 22-23,2019-07-11,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6679226/,"This study analyzed bronchoalveolar lavage fluid protein profiles in mice with direct and indirect lung injury induced by LPS. Indirect lung injury suppressed certain innate immune pathways, unlike direct injury."
"The Potential Importance of CXCL1 in the Physiological State and in Noncancer Diseases of the Cardiovascular System, Respiratory System and Skin",Jan Korbecki; Agnieszka Maruszewska; Mateusz Bosiacki; Dariusz Chlubek; Irena Baranowska-Bosiacka,Matched: 3.2. Atherosclerosis,cat /papers/PMC9820720/content.lines --lines 26-28,2022-12-22,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9820720/,"This paper reviews CXCL1's role in cardiovascular, respiratory, and skin physiology and disease. CXCL1 is implicated in inflammation and neutrophil infiltration across these systems."
Cathelicidin-mediated lipopolysaccharide signaling via intracellular TLR4 in colonic epithelial cells evokes CXCL8 production,Ravi Holani; Anshu Babbar; Graham A. D. Blyth; Fernando Lopes; Humberto Jijon; Derek M. McKay; Morle...,Matched: Cathelicidins synergized with LPS to stimulate murine CXCL1 or human C,cat /papers/PMC7524372/content.lines --lines 24-25,2020-07-13,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7524372/,"Cathelicidin was studied for its role in regulating gut inflammation with LPS. Cathelicidin facilitates LPS internalization and signaling via intracellular TLR4, leading to CXCL8 production and neutrophil recruitment."
