rank,paper_id,title,judge_status,answer,evidence,evidence_names,downgraded
35,PMC7961004,Umbilical cord-derived mesenchymal stromal cells immunomodulate and restore actin dynamics and phagocytosis of LPS-activated microglia via PI3K/Akt/Rho GTPase pathway,success,no,,,
36,PMC6646525,Multifaceted Rho GTPase Signaling at the Endomembranes,success,no,,,
37,PMC7019736,RNase L Is Involved in Liposaccharide-Induced Lung Inflammation,success,no,,,
38,PMC3398910,Rho GTPases,success,no,,,
39,PMC4830570,CD36 Differently Regulates Macrophage Responses to Smooth and Rough Lipopolysaccharide,success,no,,,
40,PMC3138255,Structural Basis of Rnd1 Binding to Plexin Rho GTPase Binding Domains (RBDs)*,success,no,,,
41,PMC12066258,LncRNA29RIK in macrophages promotes LPS-mediated sensitivity to obesity,success,no,,,
42,PMC9002135,"Expression of a RhoA-Specific Guanine Nucleotide Exchange Factor, p190RhoGEF, in Mouse Macrophages Negatively Affects M1 Polarization and Inflammatory Responses",success,no,,,
43,PMC7324593,Extracellular glucose is crucially involved in the fate decision of LPS-stimulated RAW264.7 murine macrophage cells,success,no,,,
44,PMC7473351,Milk fermented with Lactobacillus rhamnosus R0011 induces a regulatory cytokine profile in LPS-challenged U937 and THP-1 macrophages,success,no,,,
45,bio_74c36375729f,MARCO is an IFN-restricted immunometabolic decoy LPS receptor,success,no,,,
46,PMC6144854,Effect of Human Umbilical Vein Endothelial Cells on Immune Responses of Lipopolysaccharide-Induced THP1 Macrophages,success,no,,,
47,PMC6135836,PARP-1-dependent RND1 transcription induced by topoisomerase I cleavage complexes confers cellular resistance to camptothecin,success,no,,,
48,PMC10006430,Novel long non-coding RNAs associated with inflammation and macrophage activation in human,success,no,,,
49,PMC10940789,LPS-Induced Modifications in Macrophage Transcript and Secretion Profiles Are Linked to Muscle Wasting and Glucose Intolerance,success,no,,,
50,PMC7817350,Macrophage ICAM-1 functions as a regulator of phagocytosis in LPS induced endotoxemia,success,no,,,
