title,authors,id,source,date,url,abstract
Interferon-induced GTPases orchestrate host cell-autonomous defence against bacterial pathogens,Heike L. Rafeld; Waldemar Kolanus; Ian R. van Driel; Elizabeth L. Hartland,Matched: GBP-mediated inflammasome activation,cat /papers/PMC8286824/content.lines --lines 42-43,2021-05-18,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8286824/,"This paper reviews how interferon-induced GTPases act as cell-autonomous defenses against pathogens. These GTPases orchestrate antimicrobial activities through various host pathways, particularly against bacterial infections."
"Type I Interferon, Induced by Adenovirus or Adenoviral Vector Infection, Regulates the Cytokine Response to Lipopolysaccharide in a Macrophage Type-Specific Manner",Mareike D. Maler; Sophie Zwick; Carsten Kallfass; Peggy Engelhard; Hexin Shi; Laura Hellig; Pang Zhe...,Matched: Ad Infection Converts Marginal Zone Macrophages to IFN-β-Producing Cel,cat /papers/PMC11023693/content.lines --lines 59-60,2024-03-25,https://doi.org/10.1159/000538282,"Adenovirus infection was studied for its effect on macrophage cytokine response to lipopolysaccharide. Type I interferon, induced by adenovirus, enhances LPS-induced TNF-α and IL-6 in a macrophage type-specific manner."
A Global Picture of Molecular Changes Associated to LPS Treatment in THP-1 Derived Human Macrophages by Fourier Transform Infrared Microspectroscopy,Diletta Ami; Ana Rita Franco; Valentina Artusa; Paolo Mereghetti; Francesco Peri; Antonino Natalello,Matched: 1. Introduction,cat /papers/PMC9656053/content.lines --lines 10-12,2022-11-03,https://doi.org/10.3390/ijms232113447,"Fourier transform infrared microspectroscopy analyzed THP-1 derived macrophages treated with LPS. The study identified spectral markers in lipids, proteins, and sulfated sugars, highlighting their role in inflammation."
Analysis of the human monocyte-derived macrophage transcriptome and response to lipopolysaccharide provides new insights into genetic aetiology of inflammatory bowel disease,J. Kenneth Baillie; Erik Arner; Carsten Daub; Michiel De Hoon; Masayoshi Itoh; Hideya Kawaji; Timo L...,Matched: Inducible autocrine regulatory loops in the LPS response,cat /papers/PMC5358891/content.lines --lines 38-39,2017-03-06,https://doi.org/10.1371/journal.pgen.1006641,Human monocyte-derived macrophages were profiled for gene expression changes in response to lipopolysaccharide. The study found that inflammatory bowel disease susceptibility loci are enriched for monocyte-specific genes regulated during differentiation and activation.
Role of interferon regulatory factor-1 in lipopolysaccharide-induced mitochondrial damage and oxidative stress responses in macrophages,Song-Yun Deng; Le-Meng Zhang; Yu-hang Ai; Pin-Hua Pan; Shuang-Ping Zhao; Xiao-Li Su; Dong-Dong Wu; H...,Matched: LPS induces IRF-1 activation in a time- and dose-dependent manner in R,cat /papers/PMC5593470/content.lines --lines 45,2017-08-25,https://doi.org/10.3892/ijmm.2017.3110,"This study investigated the role of IRF-1 in lipopolysaccharide-induced mitochondrial damage and oxidative stress in macrophages. IRF-1 activation exacerbates these responses, suggesting it is a critical factor in LPS-induced macrophage injury."
Down-regulation of guanylate binding protein 1 causes mitochondrial dysfunction and cellular senescence in macrophages,Xiaoxue Qiu; Hong Guo; Junshu Yang; Yinduo Ji; Chia-Shan Wu; Xiaoli Chen,Matched: Gbp1 expression in adipose tissue is regulated by HFD feeding and LPS,cat /papers/PMC5785964/content.lines --lines 18,2018-01-26,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5785964/,"Guanylate binding protein 1 (Gbp1) was studied in macrophages to understand its role in inflammation and aging. Gbp1 downregulation leads to mitochondrial dysfunction, senescence, and a pro-inflammatory phenotype in macrophages."
Macrophage Polarization: Different Gene Signatures in M1(LPS+) vs. Classically and M2(LPS–) vs. Alternatively Activated Macrophages,"Marco Orecchioni, Yanal Ghosheh, Akula Bala Pramod, Klaus Ley",Matched: In vivo M1(=LPS+)C57BL/6J Exclusive Genes Drive Anti-bacterial Immune,cat /papers/PMC6543837/content.lines --lines 40-43,2019-05-24,https://doi.org/10.3389/fimmu.2019.01084,This study compared gene expression in *in vivo* M1/M2 macrophages with *in vitro* classically/alternatively activated macrophages. The findings indicate that *in vivo* M1/M2 polarization is not equivalent to *in vitro* activation states.
Lipopolysaccharide Tolerance in Human Primary Monocytes and Polarized Macrophages,Hui Li; Annette Breedijk; Nadine Dietrich; Katja Nitschke; Jonas Jarczyk; Philipp Nuhn; Bernhard K. ...,Matched: 2.2. DMI Dose Dependently Abrogates LPS-mediated IRG-1 Induction,cat /papers/PMC10419197/content.lines --lines 20,2023-07-30,https://doi.org/10.3390/ijms241512196,"This study investigated how LPS tolerance in human monocytes and macrophages is influenced by various immune signals. Pre-stimulation with LPS inhibits IRG-1, TNF-α, and IL-6, while other factors have varied effects on tolerance and gene expression."
Epigenetic profile in lipopolysaccharide-stimulated macrophages,Ester Correia Sarmento Rios; Thais Martins Lima Salgado; Francisco Garcia Soriano,PMC3953056,Critical Care,2013-11-05,https://doi.org/10.1186/cc12987,
Corrigendum: Macrophage Polarization: Different Gene Signatures in M1(LPS+) vs. Classically and M2(LPS–) vs. Alternatively Activated Macrophages,Marco Orecchioni; Yanal Ghosheh; Akula Bala Pramod; Klaus Ley,PMC7053374,Frontiers in Immunology,2020-02-25,https://doi.org/10.3389/fimmu.2020.00234,
Dissection of innate-immune-ligand- and interferon-protein-mediated transcriptional responses in human THP1 cell states,Lodoe Lama; Pavel Morozov; Aitor Garzia; Thomas Tuschl,Matched: Genes induced by LPS in PMA-differentiated macrophage THP1 cells,cat /papers/PMC12901304/content.lines --lines 58-59,2026-02-12,https://doi.org/10.1038/s42003-025-09343-7,"Interferon regulatory factors (IRFs) are essential for transcription of interferons (IFNs), interferon-stimulated genes (ISGs), and pro-inflammatory cytokines. We profile the transcriptome of human mo"
Six Interferon-Stimulated Genes as Biomarkers of M1 Macrophage Polarization in Psoriasis,Sha Wu; Yan Mao; Lidan Hu; Haixia Ji; Xing Liu; Guolan Ma; Chen Chen; Chuang Xiao; Dan Xu; Weimin Ya...,Matched: LPS Stimulation Promotes M1 Polarization and Hub Gene Expression in RA,cat /papers/PMC12518975/content.lines --lines 88-89,2025-10-09,https://doi.org/10.2147/JIR.S549922,"Six interferon-stimulated genes were identified as potential biomarkers for M1 macrophage polarization in psoriasis. These genes, including ISG15 and RSAD2, were validated experimentally and may offer new therapeutic targets."
"Lipopolysaccharide-mediated macrophage polarization, conserved pathogenesis, and implications for peripheral neuropathy: a systematic review",Leah Elson; Niels Eijkelkamp; J. Henk Coert,Matched: Study overview,cat /papers/PMC13372918/content.lines --lines 44-48,2026-07-15,https://doi.org/10.1007/s00011-026-02317-3,This systematic review synthesized evidence for a conserved lipopolysaccharide (LPS)-mediated pathogenic mechanism across diverse tissues and evaluated its potential relevance to peripheral neuropathy
Monocyte normal immune response to LPS stimulation,P Myrianthefs; K Venetsanou; E Grouzi; E Boutzouka; P Evagelopoulou; G Fildissis; I Spiliotopoulou; ...,PMC3333514,Critical Care,2002-03-01,https://doi.org/10.1186/cc1554,
"IRF1 Is Required for MDA5 (IFIH1) Induction by IFN-α, LPS, and poly(I:C) in Murine Macrophages",Iris Aparici-Herraiz; Guillem Sánchez-Sánchez; Carlos Batlle; Pere Rehues; Martí López-Serrat; Loren...,Matched: Conflict of Interest Statement,cat /papers/PMC10643899/content.lines --lines 80,2022-11-15,https://doi.org/10.1159/000527008,"Murine macrophages were studied to understand MDA5 induction by inflammatory stimuli. IRF1 is essential for MDA5 transcriptional induction by IFN-α, LPS, and poly(I:C)."
