rank,paper_id,title,judge_status,answer,model_answer,evidence,context,evidence_names,evidence_stimulus,downgraded
15,PMC4037220,Differences in PGE2 Production between Primary Human Monocytes and Differentiated Macrophages: Role of IL-1β and TRIF/IRF3,success,yes,yes,"However, in monocytes, COX-2 and mPGES-1 ΔCt values were significantly higher in monocytes treated with LPS and ZVAD compared with LPS alone, indicating reduced levels of mRNA present (p≤0.001) (Fig. 1E).","Monocytes (E, F) and macrophages (G, H) were incubated alone (open bars) or with 20 ng/ml of LPS in the absence (solid bars) or in the presence of ZVAD (striped bars) and were assayed for COX-2 mRNA and for mPGES-1 mRNA expression at 6 and 12 h post treatment by qPCR in triplicate wells.",mPGES;mPGES-1,LPS,
16,PMC6208405,Augmented liver inflammation in a microsomal prostaglandin E synthase 1 (mPGES-1)-deficient diet-induced mouse NASH model,success,no,no,,,,,
17,PMC8146495,Lipopolysaccharide-Induced Nitric Oxide and Prostaglandin E2 Production Is Inhibited by Tellimagrandin II in Mouse and Human Macrophages,success,no,no,,,,,
18,PMC13140139,Integrated Proteomics and Metabolomics Analyses Reveal That Phosphatidylethanolamine Reprograms Macrophage Immunometabolism and Attenuates LPS-Driven Inflammation,success,no,no,,,,,
19,PMC3311437,EP2 and EP4 receptors on muscularis resident macrophages mediate LPS-induced intestinal dysmotility via iNOS upregulation through cAMP/ERK signals,success,no,no,,,,,
20,bio_bcc561746c3c,Phagocytosis is differentially regulated by LPS in M1- and M2-like macrophages via PGE 2  formation and EP4 signaling,success,no,no,,,,,
21,PMC9856913,Regulation of Pro-Inflammatory Macrophage Polarization via Lipid Nanoparticles Mediated Delivery of Anti-Prostaglandin-E2 siRNA,success,no,no,,,,,
22,PMC5751240,"Lipopolysaccharide-Induced Nitric Oxide, Prostaglandin E2, and Cytokine Production of Mouse and Human Macrophages Are Suppressed by Pheophytin-b",success,no,no,,,,,
23,PMC6220063,PGE2 Augments Inflammasome Activation and M1 Polarization in Macrophages Infected With Salmonella Typhimurium and Yersinia enterocolitica,success,no,no,,,,,
24,PMC13018494,Nuclear prostaglandin E synthase 3 promotes hepatocellular carcinoma growth with immunosuppressive macrophage polarization via the SP1/TGF-β axis,success,no,no,,,,,
25,PMC5234110,Differential expression of E-type prostanoid receptors 2 and 4 in microglia stimulated with lipopolysaccharide,success,no,no,,,,,
