gene	query	search_id	date	rank	paper_id	title	verdict	status
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	5	PMC2190891	Lipopolysaccharide-induced selective priming effects on tumor necrosis factor alpha and nitric oxide production in mouse peritoneal macrophages	no	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	6	PMC2190998	Extinction of the tumor necrosis factor locus, and of genes encoding the lipopolysaccharide signaling pathway	yes	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	7	PMC6234144	LPS‐stimulated NF‐κB p65 dynamic response marks the initiation of TNF expression and transition to IL‐10 expression in RAW 264.7 macrophages	yes	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	8	bio_206e5a356c66	Mathematical modelling of activation-induced heterogeneity reveals cell state transitions underpinning macrophage responses to LPS	no	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	9	PMC4575053	AS-703026 Inhibits LPS-Induced TNFα Production through MEK/ERK Dependent and Independent Mechanisms	yes	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	10	PMC10949775	Lipopolysaccharide regulation of antiinflammatory tristetraprolin family and proinflammatory gene expression in mouse macrophages	yes	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	11	PMC5918604	Augmentation and Suppression of Release of Tumor Necrosis Factor from Macrophages by Negatively Charged Phospholipids	no	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	12	PMC8716064	Macrophage tumor necrosis factor-alpha deletion does not protect against obesity-associated metabolic dysfunction	no	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	13	PMC2187654	Kappa B-type enhancers are involved in lipopolysaccharide-mediated transcriptional activation of the tumor necrosis factor alpha gene in primary macrophages	yes	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	14	PMC7018708	Macrophages employ quorum licensing to regulate collective activation	no	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	15	PMC9411976	Mathematical modelling of activation-induced heterogeneity in TNF, IL6, NOS2, and IL1β expression reveals cell state transitions underpinning macrophage responses to LPS	no	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	16	PMC11373197	Divergent effects of tumor necrosis factor (TNF) in sepsis: a meta-analysis of experimental studies	no	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	17	PMC2819999	Signaling pathways involved in LPS induced TNFalpha production in human adipocytes	yes	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	18	PMC3153254	Differential Cell Sensitivity between OTA and LPS upon Releasing TNF-α	no	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	19	PMC2365439	RNA from LPS-stirnulated macrophages induces the release of tumour necrosis factor-α and interleukin-1 by resident macrophages	no	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	20	PMC2410250	Lipopolysaccharide-mediated signal transduction: Stabilization of TNF-alpha mRNA contributes to increased lipopolysaccharide-stimulated TNF-alpha production by Kupffer cells after chronic ethanol feeding	yes	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	21	PMC3892557	CD14 Mediates Binding of High Doses of LPS but Is Dispensable for TNF-α Production	yes	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	22	PMC1440772	Lead Increases Lipopolysaccharide-Induced Liver Injury through Tumor Necrosis Factor-α Overexpression by Monocytes/Macrophages: Role of Protein Kinase C and p42/44 Mitogen-Activated Protein Kinase	yes	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	23	PMC2211976	Tumor Necrosis Factor (TNF) Receptor Shedding Controls Thresholds of Innate Immune Activation That Balance Opposing TNF Functions in Infectious and Inflammatory Diseases	no	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	24	bio_1ab02dae6d41	The use of Ipratropium and Tiotropium as novel agents to reduce inflammation in  in vitro  macrophage models	no	ok
Tnf	Tnf (tumor necrosis factor) LPS macrophage	s_1f79b477	2026-09-24T22:58:14Z	25	PMC11506017	Catecholamines Attenuate LPS-Induced Inflammation through β2 Adrenergic Receptor Activation- and PKA Phosphorylation-Mediated TLR4 Downregulation in Macrophages	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	1	PMC2188743	Endothelins, peptides with potent vasoactive properties, are produced by human macrophages	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	2	PMC7779813	Nlrp3, Csf3, and Edn1 in Macrophage Response to Saturated Fatty Acids and Modified Low-Density Lipoprotein	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	3	PMC12429320	Rodent Models of Lung Disease: A Road Map for Translational Research	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	4	PMC2365438	Endothelin-1 stimulates human monocytes in vitro to release TNF-α , IL-1β and IL-6	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	5	PMC7858588	Macrophages enhance lipopolysaccharide induced apoptosis via Ang1 and NF-κB pathways in human umbilical vein endothelial cells	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	6	PMC4753051	Systemic and Splanchnic Lipopolysaccharide and Endothelin-1 Plasma Levels in Liver Cirrhosis before and after Transjugular Intrahepatic Portosystemic Shunt	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	7	PMC5373621	Correction: Alternatively Activated (M2) Macrophage Phenotype Is Inducible by Endothelin-1 in Cultured Human Macrophages	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	8	PMC2629980	Preferential recruitment of neutrophils by endothelin-1 in acute lung inflammation induced by lipopolysaccharide or cigarette smoke	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	9	PMC6881566	Enhanced Endothelin A and B Receptor Expression and Receptor-Mediated Vasoconstriction in Rat Mesenteric arteries after Lipopolysaccharide Challenge	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	10	PMC5112853	Alternatively Activated (M2) Macrophage Phenotype Is Inducible by Endothelin-1 in Cultured Human Macrophages	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	11	PMC6144854	Effect of Human Umbilical Vein Endothelial Cells on Immune Responses of Lipopolysaccharide-Induced THP1 Macrophages	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	12	PMC10634087	Extracellular vesicles derived from endothelial cells modulate macrophage phenotype in vitro	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	13	PMC13483658	miR-379-5p serves as a biomarker and regulates sepsis-associated acute kidney injury via targeting EDN1	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	14	PMC7053374	Corrigendum: Macrophage Polarization: Different Gene Signatures in M1(LPS+) vs. Classically and M2(LPS–) vs. Alternatively Activated Macrophages	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	15	PMC6543837	Macrophage Polarization: Different Gene Signatures in M1(LPS+) vs. Classically and M2(LPS–) vs. Alternatively Activated Macrophages	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	16	PMC13372918	Lipopolysaccharide-mediated macrophage polarization, conserved pathogenesis, and implications for peripheral neuropathy: a systematic review	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	17	PMC3826139	Chlorella 11-Peptide Inhibits the Production of Macrophage-Induced Adhesion Molecules and Reduces Endothelin-1 Expression and Endothelial Permeability	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	18	PMC10343049	A novel co-culture model for investigation of the effects of LPS-induced macrophage-derived cytokines on brain endothelial cells	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	19	PMC1781469	Transcriptional profiling of the LPS induced NF-κB response in macrophages	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	20	PMC6375194	Responses of perivascular macrophages to circulating lipopolysaccharides in the subfornical organ with special reference to endotoxin tolerance	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	21	PMC3953056	Epigenetic profile in lipopolysaccharide-stimulated macrophages	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	22	bio_5a4c8a837ab5	Macrophage EHD1 promotes inflammation and stabilizes sortilin to accelerate atherosclerosis	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	23	PMC6396028	A novel role for myeloid endothelin-B receptors in hypertension	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	24	PMC8155903	Differential mRNA and miRNA Profiles Reveal the Potential Roles of Genes and miRNAs Involved in LPS Infection in Chicken Macrophages	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_f05da3b1	2026-09-24T22:58:14Z	25	PMC7918892	LPS Tolerance Inhibits Cellular Respiration and Induces Global Changes in the Macrophage Secretome	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	1	PMC6245571	Species-Specific Transcriptional Regulation of Genes Involved in Nitric Oxide Production and Arginine Metabolism in Macrophages	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	2	PMC7128890	FOCIS abstract supplement	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	3	PMC12268560	The NF-κB-SLC7A11 axis regulates ferroptosis sensitivity in inflammatory macrophages	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	4	PMC6411972	Characterisation of genes differentially expressed in macrophages by virulent and attenuated Mycobacterium tuberculosisthrough RNA-Seq analysis	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	5	PMC11112377	Amino acid transporters within the solute carrier superfamily: Underappreciated proteins and novel opportunities for cancer therapy	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	6	PMC7053374	Corrigendum: Macrophage Polarization: Different Gene Signatures in M1(LPS+) vs. Classically and M2(LPS–) vs. Alternatively Activated Macrophages	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	7	PMC13199726	Exosomal miR-148a-3p from LPS-Activated Macrophages Promotes M1 Polarization and Ferroptosis-Related Characteristics of Recipient Macrophages by Reducing SLC7A11	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	8	PMC3237590	Cationic Amino Acid Transporter 2 Enhances Innate Immunity during Helicobacter pylori Infection	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	9	PMC5526900	l-Arginine Uptake by Cationic Amino Acid Transporter Promotes Intra-Macrophage Survival of Leishmania donovani by Enhancing Arginase-Mediated Polyamine Synthesis	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	10	PMC4188127	“Of Mice and Men”: Arginine Metabolism in Macrophages	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	11	PMC10412850	Sulfur metabolic response in macrophage limits excessive inflammatory response by creating a negative feedback loop	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	12	PMC12950507	Slc7a11‐Mediated Cystine/Glutamate Antiport Reprograms Macrophage Polarization and Ameliorates Atherosclerosis	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	13	PMC2999609	In Lysinuric Protein Intolerance system y+L activity is defective in monocytes and in GM-CSF-differentiated macrophages	no	ok
