title,authors,id,source,date,url,abstract
"Suppression of LPS-induced matrix-metalloproteinase responses in macrophages exposed to phenytoin and its metabolite, 5-(p-hydroxyphenyl-), 5-phenylhydantoin",Ryan Serra; Abdel-ghany Al-saidi; Nikola Angelov; Salvador Nares,Matched: Macrophage stimulation,cat /papers/PMC2949711/content.lines --lines 23,2010-09-15,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2949711/,Phenytoin and its metabolite were tested for their effects on macrophage responses to LPS. These compounds suppressed the production of certain matrix metalloproteinases and TNF-α.
ADAM-10 Regulates MMP-12 during Lipopolysaccharide-Induced Inflammatory Response in Macrophages,Yan Jiang; Qiming Gong; Jinmei Huang; Yuanxun Gong; Qiang Tang; Dalong Wei; Qianli Tang; Jingjie Zha...,Matched: 5. Conclusions,cat /papers/PMC9507754/content.lines --lines 61-63,2022-09-16,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9507754/,"This study investigated ADAM-10's role in macrophage inflammation. ADAM-10 regulates MMP-12 expression, impacting inflammatory pathways and macrophage viability."
The orientation of choroidal macrophage polarization significantly influences the development of myopia in murine models,"Jing Hou, Shin-ichi Ikeda, Kiwako Mori, Heonuk Jeong, Hidemasa Torii, Kazuno Negishi, Kazuo Tsubota ...",Matched: LPS treatment,cat /papers/bio_b06931d16f63/content.lines --lines 60,2023-06-12,,Choroidal macrophages were studied for their role in myopia development. Their polarization towards M1 or M2 phenotypes significantly influences choroidal thickness and myopia progression.
Collagenase-3 (MMP-13) deficiency protects C57BL/6 mice from antibody-induced arthritis,Anjana Singh; Narendiran Rajasekaran; Bettina Hartenstein; Sibylle Szabowski; Mieczyslaw Gajda; Pete...,Matched: Conclusion,cat /papers/PMC3979078/content.lines --lines 57,2013-12-27,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3979078/,Collagenase-3 (MMP-13) deficiency was studied in an antibody-induced arthritis model. MMP-13 deficient mice showed significantly reduced arthritis severity and joint destruction compared to wild-type mice.
TPX2 upregulates MMP13 to promote the progression of lipopolysaccharide-induced osteoarthritis,Jingtao Yu; Weiqi Wang; Zenghui Jiang; Huashun Liu,Matched: TPX2 inhibits LPS-induced OA progression through MMP1,cat /papers/PMC11104344/content.lines --lines 75-76,2024-05-17,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11104344/,This study identified TPX2 as a hub gene in osteoarthritis using bioinformatics and in vitro assays. TPX2 promotes osteoarthritis progression by upregulating MMP13.
MMP13 is a critical target gene during the progression of osteoarthritis,Meina Wang; Erik R Sampson; Hongting Jin; Jia Li; Qiao H Ke; Hee-Jeong Im; Di Chen,Matched: Conclusions,cat /papers/PMC3672752/content.lines --lines 66,2013-01-08,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3672752/,This study investigated MMP13's role in osteoarthritis development and tested an inhibitor's efficacy. Inhibiting MMP13 decelerated osteoarthritis progression and preserved cartilage.
"Lipopolysaccharide-mediated macrophage polarization, conserved pathogenesis, and implications for peripheral neuropathy: a systematic review",Leah Elson; Niels Eijkelkamp; J. Henk Coert,Matched: Adipose macrophages,cat /papers/PMC13372918/content.lines --lines 90-91,2026-07-15,https://doi.org/10.1007/s00011-026-02317-3,This systematic review synthesized evidence for a conserved lipopolysaccharide (LPS)-mediated pathogenic mechanism across diverse tissues and evaluated its potential relevance to peripheral neuropathy
LPS‐Induced Inflammation Prior to Injury Exacerbates the Development of Post‐Traumatic Osteoarthritis in Mice,Melanie E Mendez; Aimy Sebastian; Deepa K Murugesh; Nicholas R Hum; Jillian L McCool; Allison W Hsia...,Matched: Cellular infiltration by type 1 macrophages is elevated in LPS‐treated,cat /papers/PMC7689775/content.lines --lines 38-39,2020-08-03,https://doi.org/10.1002/jbmr.4117,"Systemic inflammation induced by LPS before joint injury was studied in mice. Pre-injury inflammation significantly worsened post-traumatic osteoarthritis development, characterized by greater cartilage loss and bone volume reduction."
Elevated IL-33 promotes expression of MMP2 and MMP9 via activating STAT3 in alveolar macrophages during LPS-induced acute lung injury,Yafeng Liang; Nengli Yang; Guoquan Pan; Bingxin Jin; Shufen Wang; Wei Ji,"Matched: LPS induced expression of ST-2 and secretion of IL-33, TNF-α, MMP2, an",cat /papers/PMC6208075/content.lines --lines 44-45,2018-10-31,https://doi.org/10.1186/s11658-018-0117-x,"Elevated IL-33 in LPS-induced acute lung injury activates STAT3 in alveolar macrophages, promoting MMP2 and MMP9 expression. This pathway exacerbates pulmonary inflammation and lung injury."
Macrophage Polarization: Different Gene Signatures in M1(LPS+) vs. Classically and M2(LPS–) vs. Alternatively Activated Macrophages,"Marco Orecchioni, Yanal Ghosheh, Akula Bala Pramod, Klaus Ley",Matched: In vivo M1(=LPS+)C57BL/6J Exclusive Genes Drive Anti-bacterial Immune,cat /papers/PMC6543837/content.lines --lines 40-43,2019-05-24,https://doi.org/10.3389/fimmu.2019.01084,This study compared gene expression in *in vivo* M1/M2 macrophages with *in vitro* classically/alternatively activated macrophages. The findings indicate that *in vivo* M1/M2 polarization is not equivalent to *in vitro* activation states.
Matrix Metalloproteinase 13 Is Induced in Fibroblasts in Polyomavirus Middle T Antigen-Driven Mammary Carcinoma without Influencing Tumor Progression,Boye S. Nielsen; Mikala Egeblad; Fritz Rank; Hanne A. Askautrud; Caroline J. Pennington; Tanja X. Pe...,Matched: Early tumor formation does not require MMP13 in MMTV-PyMT,cat /papers/PMC2493034/content.lines --lines 49-50,2008-08-13,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2493034/,"MMP13 was studied in a mouse model of mammary carcinoma, showing induction in myofibroblasts during invasion. Its absence did not affect tumor progression or metastasis, but altered collagen fibril metabolism."
"Lipopolysaccharide from Porphyromonas gingivalis, but Not from Porphyromonas endodontalis, Induces Macrophage M1 Profile",Pablo Veloso; Alejandra Fernández; Jessica Astorga; David González-Quintanilla; Alfredo Castro; Alej...,Matched: 5. Conclusions,cat /papers/PMC9456100/content.lines --lines 70-73,2022-09-02,https://doi.org/10.3390/ijms231710011,"This study investigated the effects of lipopolysaccharides from *Porphyromonas gingivalis* and *Porphyromonas endodontalis* on macrophage polarization. *P. gingivalis* LPS induced an M1 macrophage profile, while *P. endodontalis* LPS did not."
Matrix metalloproteases as maestros for the dual role of LPS- and IL-10-stimulated macrophages in cancer cell behaviour,Ana P. Cardoso; Marta L. Pinto; Ana T. Pinto; Marta T. Pinto; Cátia Monteiro; Marta I. Oliveira; Sus...,Matched: Calculation of macrophage aspect ratio,cat /papers/PMC4456051/content.lines --lines 43,2015-06-05,https://doi.org/10.1186/s12885-015-1466-8,"This study examined how LPS- and IL-10-stimulated macrophages affect cancer cell behavior. IL-10-stimulated macrophages more effectively promote cancer cell invasion and angiogenesis, primarily through increased MMP-2 and MMP-9 activity."
Matrix metalloproteinase 28 is regulated by TRIF- and type I IFN-dependent signaling in macrophages,Matthew E. Long; Ke-Qin Gong; Joseph S. Volk; William E. Eddy; Mary Y. Chang; Charles W. Frevert; Wi...,Matched: LPS-induced expression of macrophage Mmp10 is IFNAR1 dependent,cat /papers/PMC6545921/content.lines --lines 34-35,2018-08-01,https://doi.org/10.1177/1753425918791024,Macrophage MMP28 expression is regulated by TRIF and type I IFN signaling. MMP28 influences the inflammatory response of macrophages to poly(I:C) stimulation.
Overview of MMP-13 as a Promising Target for the Treatment of Osteoarthritis,Qichan Hu; Melanie Ecker,Matched: 3.5. Receptors,cat /papers/PMC7916132/content.lines --lines 36,2021-02-09,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7916132/,This review examines MMP-13's role in osteoarthritis progression and its potential as a therapeutic target. It highlights MMP-13's involvement in cartilage degradation and discusses strategies for developing inhibitors.
