rank,paper_id,title,judge_status,answer,model_answer,evidence,context,evidence_names,evidence_stimulus,downgraded
11,PMC2949756,Motif prediction to distinguish LPS-stimulated pro-inflammatory  vs . antibacterial macrophage genes,success,no,no,,,,,
12,PMC12910057,Host-derived interleukin-1α drives tumor immunosuppression by reprogramming tumor-associated myeloid cells,success,no,no,,,,,
13,PMC10798930,The Bisdioxopiperazine ICRF-193 Attenuates LPS-induced IL-1β Secretion by Macrophages,success,no,no,,,,,
14,PMC10063881,Potent anti-inflammatory responses: Role of hydrogen in IL-1α dominated early phase systemic inflammation,success,no,yes,"Among the 23 inflammatory factors screened, LPS-induced upregulation of IL-1α etc. was significantly inhibited by hydrogen within 1 hour.","The levels of HIF-1α and IL-1α in the cytoplasm of RAW264.7 cells increased rapidly 0.5 h after LPS treatment, whereas this process was significantly reduced after hydrogen administration (Figure 4).",,LPS,yes->no: evidence does not name the gene
15,PMC3596280,miR-181a Regulates Inflammation Responses in Monocytes and Macrophages,success,yes,yes,Raw264.7 and THP-1 cells treated with 2 µg/ml of LPS showed significant increase in IL1a expression within 24 h (Figures 2A and 2B).,"Inflammation was induced at a final concentration of 2 µg/ml LPS (Lot. No. L4391, Sigma-Aldrich, USA) after 12 h of attachment.",Il1a;IL1A,LPS,
16,PMC5622065,"IL-17A induces heterogeneous macrophages, and it does not alter the effects of lipopolysaccharides on macrophage activation in the skin of mice",success,no,no,,,,,
17,PMC9729281,Determining distinct roles of IL-1α through generation of an IL-1α knockout mouse with no defect in IL-1β expression,success,yes,yes,"Treatment of BMDMs with lipopolysaccharide (LPS, a toll-like receptor 4 (TLR4) agonist from Gram-negative bacteria) induced robust and time-dependent expression of IL-1α protein in WT cells but not in Il1a-KOline2 cells",,Il1a;IL1A,lipopolysaccharide;LPS;bacteria,
18,PMC3735524,GATA-2 Transduces LPS-Induced il-1β Gene Expression in Macrophages via a Toll-Like Receptor 4/MD88/MAPK-Dependent Mechanism,success,no,no,,,,,
19,PMC2212263,"Production of Mice Deficient in Genes for Interleukin (IL)-1α, IL-1β, IL-1α/β, and IL-1 Receptor Antagonist Shows that IL-1β Is Crucial in Turpentine-induced Fever Development and Glucocorticoid Secretion",success,no,yes,Macrophgnas from IL-1Β KO mice also expressed a lower level of IL-1Α mRNA (Fig. 4 B).,"Thioglycollate-induced peritoneal macrophages were prepared from wild-type (open triangles) and homozygous IL-1Α (filled circles) and IL-1Β (filled squares) KO mice. Macrophages were treated with 10 Δg/ml LPS for 0, 3, 6, and 12 h, and the total RNA was isolated.",,LPS,yes->no: evidence does not name the gene
20,PMC5332015,Genome-wide siRNA screen of genes regulating the LPS-induced NF-κB and TNF-α responses in mouse macrophages,success,no,no,,,,,
21,PMC6543837,Macrophage Polarization: Different Gene Signatures in M1(LPS+) vs. Classically and M2(LPS–) vs. Alternatively Activated Macrophages,success,yes,yes,"It also includes many cytokines well-known in classically activated macrophages: IL-1͑α, IL1β, IL-6, and TNF (Il1a, Il1b, Il6, and Tnf).","The in vitro classically activated (LPS+IFN-γ) Mφ signature present after activating BMDMs with LPS and IFN-γ includes many genes involved in chemotaxis and cell migration (Figure 1A, Supplementary Table 5).",Il1a;IL1A,LPS,
22,PMC13133774,Inflammatory responses following CRISPR modification of the nuclear localisation sequence in endogenous interleukin-1 alpha,success,no,yes,"L19: (B-I) WT or mNLS primary BMDMs were primed with vehicle (PBS) or LPS (1 µg/ml, 4 h). qPCR analysis of Il1α (B) and Il1β (C) mRNA expression from cell lysates (n=6), showing similar expression levels between WT and mNLS BMDMs in response to LPS.","L20: Bone marrow-derived macrophages (BMDMs) were isolated and cultured from WT and mNLS mice, treated with or without lipopolysaccharide (LPS) and subsequently analysed by qPCR. We confirmed that both IL-1α and IL-1β were expressed, and that expression levels were similar between WT and mNLS BMDMs (Fig. 1B,C).",,LPS;lipopolysaccharide,yes->no: evidence does not name the gene
23,PMC3073971,Paracrine IL-33 Stimulation Enhances Lipopolysaccharide-Mediated Macrophage Activation,success,no,no,,,,,
24,PMC4378362,Analysis of the transcriptional networks underpinning the activation of murine macrophages by inflammatory mediators,success,yes,yes,"These ‒LPS-centric‒ clusters included chemokines (Ccl9, Ccl17, Ccl22, Ccl24, Cxcl1, Cxcl16, Cxcl3, Cxcl2, Cxcl1, Tnf); ILs (Il12a, Il12b, Il17rd, Il18, Il1a, Il12, Il6); IL receptor subunits (Il17rd, Il20rb, Il2ra); MAPK signaling components (Map3k10, Mapkapk2, Mapkbp1); members of the NF-ΗB transcription factor family: Bcl3, Rel, Rela, Relb; type I IFN signaling (Ifnb1, Ifnar1); Csf-1; and eight transcripts encoding zinc finger proteins.","Macrophage-derived bone-marrow derived macrophages from BALB/c mice were stimulated with 10 U/ml IFN-Β, 10 U/ml IFN-Γ, or 5 ng/ml LPS, and gene expression changes were analyzed across time-courses using whole genome microarrays.",Il1a;IL1A,LPS,
25,PMC2188962,Induction of interleukin 1 alpha mRNA during the antigen-dependent interaction of sensitized T lymphoblasts with macrophages,success,no,yes,"As a control, LPS was added and a strong signal for IL-1 mRNA was evident (Fig. 1, right lanes).","The macrophages were cultured with different populations of T lymphocytes, mitogens (Con A, 1 gg/ml, Sigma Chemical Co., St. Louis, MO; 2C11 anti-CD3 mAb [5], a kind gift of Dr. J. Bluestone), and/or 1 ltg/ml LPS (Salmonella typhimurium, Difco Laboratories Inc., Detroit, MI).",,LPS;Salmonella,yes->no: evidence does not name the gene
