rank,paper_id,title,judge_status,answer,model_answer,evidence,context,evidence_names,evidence_stimulus,downgraded
11,PMC13375705,GBP5 Aggravates Acute Lung Injury Via NLRP3 Inflammasome Activation While Inducing a HIF-1α–CD73–adenosine Feedback Loop,success,yes,yes,"Western blotting showed that, compared with the Ctrl group, LPS treatment increased the protein expression of GBP5 (Fig. 8A-B) and CD73 (Fig. 8A, C), along with marked upregulation of ASC (Fig. 8D-E), NLRP3 (Fig. 8D, F), and cleaved caspase-1 (Fig. 8D, G), indicating activation of NLRP3 inflammasome signaling.",,Gbp5;GBP5,LPS,
12,PMC11628326,Bile acid derivatives from gut microbiota promote GBPs-mediated activation of caspase-4/11 by LPS through lncRNA57RIK,success,no,no,,,,,
13,PMC6400534,Interferon-induced guanylate-binding proteins: Guardians of host defense in health and disease,success,yes,yes,"Human GBP1 and GBP5 expression, for example, can be inducibly increased by nearly three orders of magnitude, reaching up to 300,000 molecules per cell within 24 h of IFN-γ exposure (Cheng et al., 1983, 1985; Fig. 3 C).","Human GBP5 expression in HIV patients correlated inversely with infectious virus yields, suggesting that GBP-mediated protective mechanisms operate in natura (Krapp et al., 2016).",Gbp5;GBP5,infectious,
14,PMC10104521,LPS-aggregating proteins GBP1 and GBP2 are each sufficient to enhance caspase-4 activation both in cellulo and in vitro,success,no,no,,,,,
15,PMC6600649,Human GBP1 is a microbe‐specific gatekeeper of macrophage apoptosis and pyroptosis,success,no,no,,,,,
16,PMC3333514,Monocyte normal immune response to LPS stimulation,success,no,no,,,,,
17,PMC7381384,Guanylate-Binding Proteins (GBPs) convert cytosolic bacteria into caspase-4 signaling platforms,success,no,no,,,,,
18,PMC13485055,Correction: Genomic and functional adaptations in the guanylate-binding protein GBP5 highlight specificities of bat antiviral innate immunity,success,no,no,,,,,
19,PMC11134437,Immunoreactive Microenvironment Modulator GBP5 Suppresses Ovarian Cancer Progression by Inducing Canonical Pyroptosis,success,no,no,,,,,
20,PMC6063733,Constitutive Interferon Maintains GBP Expression Required for Release of Bacterial Components Upstream of Pyroptosis and Anti-DNA Responses,success,no,no,,,,,
21,PMC10885698,Guanylate-binding protein-5 is involved in inflammasome activation by bacterial DNA but only the cooperation of multiple GBPs accounts for control of Brucella abortus infection,success,yes,yes,"As early as 2 hours post-infection, we observed significantly increased GBP2, GBP5 and GBP7 mRNA levels compared to non-infected cells ( Figure 1A ).","First, we determined the kinetics of GBPs expression in B. abortus infected wild-type BMDMs.",Gbp5;GBP5,infection;infected,
22,PMC4568307,Guanylate-binding proteins promote AIM2 inflammasome activation during Francisella novicida infection by inducing cytosolic bacteriolysis and DNA release,success,yes,yes,"Gbp2 and Gbp5 were the most expressed genes of the GBP family in macrophages and were strongly and specifically induced upon wild-type F. novicida infection in a STING- and IFNAR-dependent manner, but independently of Tlr2 and Myd88 (Fig. 2b, Supplementary Fig. 1c-e).",Relative mRNA expression of different murine Gbp genes in wild-type BMDMs left uninfected or infected with F. novicida (FN) WT U112 or an ΔFPI mutant for 8 h.,Gbp5;GBP5,infection;infected,
23,PMC5626967,Inflammasome Activation by Bacterial Outer Membrane Vesicles Requires Guanylate Binding Proteins,success,no,no,,,,,
24,bio_0ddf65ba9122,GBP1 recruitment to actin-rich pedestals induced by extracellular Gram-negative bacteria promotes pyroptosis,success,no,no,,,,,
25,PMC13396069,Aberrant expression of GBP5 in tumor-infiltrating immune cells as an onco-immunological biomarker in pan-cancer,success,no,no,,,,,
