rank,paper_id,title,judge_status,answer,model_answer,evidence,context,evidence_names,evidence_stimulus,downgraded
11,PMC1698482,Inhibition of inducible Nitric Oxide Synthase by a mustard gas analog in murine macrophages,success,yes,yes,CEES treatment alone did not induce any iNOS protein but LPS (10 ng/ml for 24 hours) produced a marked induction of iNOS protein.,"In order to determine if CEES influenced cellular levels of iNOS, we performed Western blot analyses (Figure 1c) of the cell lysates using highly selective anti-iNOS antibodies with equal amounts of total protein applied to each lane.",iNOS,LPS,
12,PMC10898816,Internal ribosomal entry site-mediated translational activity of nitric oxide synthase 2,success,yes,yes,"When LPS was introduced into the neuroblastoma cell line Neuro-2a, nitrite levels, the oxidative form of the NOS2 product nitric oxide, increased (Figure 4A).","The NOS2 5′-UTR showed approximately 10-fold higher IRES activity compared to that of the control, and LPS treatment significantly increased the IRES activity of the NOS2 5′-UTR relative to that of the control DMSO-treated samples (Figure 4B).",Nos2;NOS2,LPS,
13,PMC9368968,Hypoxia Aggravates Inhibition of Alveolar Epithelial Na-Transport by Lipopolysaccharide-Stimulation of Alveolar Macrophages,success,yes,yes,"L23: Figure 2A,B show that LPS treatment increased iNOS mRNA levels in mono-cultures of macrophages and of rA2 cells.","L22: 2.2. Cytokines, iNOS, NO/Nitrite",iNOS,LPS,
14,PMC5751240,"Lipopolysaccharide-Induced Nitric Oxide, Prostaglandin E2, and Cytokine Production of Mouse and Human Macrophages Are Suppressed by Pheophytin-b",success,yes,yes,"LPS-induced expression of NOS2 protein and mRNA were also repressed in RAW 264.7 cells with pheophytin-b in a dose-dependent manner (p < 0.05; Figure 3A and Figure 4A, respectively).",L61: Figure 3: Pheophytin-b suppressed NOS2 and COX-2 protein synthesis in LPS-stimulated RAW 264.7 cells. Cells were pre-treated with the indicated concentrations of pheophytin-b for 30 min and stimulated with LPS for 6 h.,Nos2;NOS2,LPS,
15,PMC5955621,Mannan-induced Nos2 in macrophages enhances IL-17–driven psoriatic arthritis by innate lymphocytes,success,yes,yes,We found an up-regulation of NOS2 MFIs in the LPS- and IFN-γ–stimulated CD14+ monocyte subpopulation in patients with PsA compared with HDs (Fig. 3).,"For analysis of NOS2 expression in CD14+ monocytes and MDSCs [MDC10 according to Mandruzzato et al. (23)] by flow cytometry, 1.5 × 106 PBMCs/ml were stimulated with IFN-γ (100 ng/ml; ImmunoTools) and LPS (1 μg/ml; InvivoGen) overnight.",Nos2;NOS2,LPS,
16,PMC2811838,The inhibitory effect of quercitrin gallate on iNOS expression induced by lipopolysaccharide in Balb/c mice,success,yes,yes,"However, the expression of iNOS mRNA increased to 103% of that of the expression of GAPDH in control cells in response to treatment with LPS.","As shown in Fig. 3, the expression of iNOS mRNA was approximately 77% of that of the expression of GAPDH in control cells.",iNOS,LPS,
17,PMC2191051,Promoter of the mouse gene encoding calcium-independent nitric oxide synthase confers inducibility by interferon gamma and bacterial lipopolysaccharide,success,yes,yes,"All these constructs conferred inducibility of the iNOS promoter by LPS, but only the construct containing all 1,749 bp conferred synergistic inducibility by IFN-gamma plus LPS.",Plasmids in which all or the downstream one half or one third of this region of iNOS were linked to a reporter gene encoding chloramphenicol acetyltransferase were transfected into cells of the RAW264.7 macrophage-like line.,iNOS,LPS,
18,PMC4191211,Nitric Oxide Synthase: Non-Canonical Expression Patterns,success,no,no,,,,,
19,PMC13029237,Formulation of Gamma-Oryzanol Encapsulated Nanoparticles and Their Modulation Effects on Inducible Nitric Oxide Synthase and Nitric Oxide in LPS-Stimulated RAW 264.7 Macrophages,success,yes,yes,"Figure 6A,B, demonstrating that induction of LPS (1 Εg mL−1) significantly elevated iNOS protein expression levels compared to the non-LPS-stimulated group.","Cells were pre-treated with blank NPs, ORZ-NPs, or ORZ (0–50 g mL−1) for 1 h, followed by LPS stimulation (1 g mL−1) for 24 h.",iNOS,LPS,
20,PMC2190891,Lipopolysaccharide-induced selective priming effects on tumor necrosis factor alpha and nitric oxide production in mouse peritoneal macrophages,success,no,yes,"This representative experiment indicates that a concentration of 10 ng/ml of S-LPS is the threshold for effective stimulation of macrophages as assessed by either TNF-ol or NO production, whereas significant responses were always observed with Ș100 ng/ml S-LPS.",The amounts of NO in the same macrophage supernatants were measured by the presence of nitrite as described in Materials and Methods.,,LPS,yes->no: evidence does not name the gene
21,PMC4088763,Nitric oxide synthase 2-derived NO in endotoxemia is not sufficient to cause hemodynamic effects,success,yes,yes,"L10-L11: We observed in TLR4-/- mice resistant to the inflammatory and lethal effects of endotoxin that various LPS preparations obtained from Sigma – but not Invivogen – were able to induce as much NOS2 and NOx as control mice but without resulting in hemodynamic effects, measured as changes in blood pressure.",L9: Methods,Nos2;NOS2,endotoxin;LPS,
22,PMC5967330,Macrophage inducible nitric oxide synthase circulates inflammation and promotes lung carcinogenesis,success,yes,yes,"Western blot analysis showed that treatment with LSP induced a comparable level of NOS2 in WT and KA/KA macrophages but did not detect NOS2 expression in untreated WT, KA/KA, and KA/KA;Nos2−/− cells (Fig. 4a), suggesting that increased inflammation induces NOS2 expression in KA/KA lungs.","For the experimental group, isolated macrophages were stimulated with 100 ng/ml LPS for 18 or 12 h, and then total RNA or protein was collected.",Nos2;NOS2,LPS,
23,PMC6920088,Inducible nitric oxide synthase-derived extracellular nitric oxide flux regulates proinflammatory responses at the single cell level,success,no,yes,"L19: In contrast, in BMDM, LPS alone (18hr) elicited intermediate NO flux which was markedly augmented when combined with IFNγ.",L2: Redox Biology (2019),,LPS,yes->no: evidence does not name the gene
24,PMC12572803,Nitroalkene inhibition of pro-inflammatory macrophage effector function via modulation of signaling metabolite levels,success,yes,yes,"First, it was confirmed that LPS induced NOS2 expression at 12 h.","Wild-type RAW 264.7 macrophages treated with vehicle (0.01% DMSO), NO2-OA (5 M), or 1400W (100 M) were stimulated with LPS (10 ng/mL).",Nos2;NOS2,LPS,
25,PMC4577833,NOS1-derived nitric oxide promotes NF-κB transcriptional activity through inhibition of suppressor of cytokine signaling-1,success,yes,yes,"We found no detectable expression in WT or knockout cells until 4 h after LPS treatment, well after the early LPS-mediated NOS activity we detected (F and G).","Quantitative RT-PCR analysis of LPS-induced NOS2 mRNA and (G) immunoblot analysis of NOS2 protein, from WT and NOS1−/− BMDM treated with LPS (250 ng/ml) demonstrates no detection of the inducible NOS (NOS2) at early time points after LPS in BMDM of either genotype.",Nos2;NOS2,LPS,
