rank,paper_id,title,judge_status,answer,model_answer,evidence,context,evidence_names,evidence_stimulus,downgraded
11,PMC7725280,Dichotomous Engagement of HDAC3 Activity Governs Inflammatory Responses,success,no,no,,,,,
12,PMC12539210,Histone deacetylase 7 mediates lipopolysaccharide-inducible mitochondrial fission in macrophages,success,no,no,,,,,
13,PMC10316655,HDAC3 promotes macrophage pyroptosis via regulating histone deacetylation in acute lung injury,success,no,no,,,,,
14,PMC2588973,The regulation of histidine decarboxylase gene expression.,success,no,no,,,,,
15,PMC4568921,Histone deacetylase 5 regulates the inflammatory response of macrophages,success,no,yes,"Toll-like receptor-mediated stimulation of murine RAW264.7 cells significantly reduced HDAC5 mRNA within 7 hrs but presented baseline levels after 24 hrs, a mechanism that was also found for Interferon-Γ treatment.",RAW264.7 cells were left untreated or were stimulated with LPS or CpG before expression levels of HDAC5 mRNA were determined by qPCR relative to the untreated samples.,,LPS,yes->no: evidence does not name the gene
16,PMC9672892,Histamine Signaling Is Essential for Tissue Macrophage Differentiation and Suppression of Bacterial Overgrowth in the Stomach,success,no,no,,,,,
17,PMC10682073,Role of histamine-mediated macrophage differentiation in clearance of metastatic bacterial infection,success,no,no,,,,,
18,PMC12395717,HDAC2 mediates the activation of macrophage in sepsis induced lung injury via regulating the acetylation of SOX2 and the transcription of STAMP2,success,no,yes,"Subsequently, macrophages were treated with LPS, revealing that LPS stimulation elevated HDAC2 mRNA levels (Fig. 1C).","For in vitro experiments, lipopolysaccharide (LPS)-induced macrophages were employed to model SLI.",,LPS;lipopolysaccharide,yes->no: evidence does not name the gene
19,PMC5535887,The Novel HDAC8 Inhibitor WK2-16 Attenuates Lipopolysaccharide-Activated Matrix Metalloproteinase-9 Expression in Human Monocytic Cells and Improves Hypercytokinemia In Vivo,success,no,no,,,,,
20,PMC6830127,Targeting Histone Deacetylases in Myeloid Cells Inhibits Their Maturation and Inflammatory Function With Limited Effects on Atherosclerosis,success,no,no,,,,,
21,PMC12925555,HDAC1 and SATB1 positively regulate immune responses in chicken macrophages,success,no,yes,"Under these conditions, HDAC1 and SATB1 transcripts were significantly upregulated (Fig. 1C; P < 0.05 and P < 0.001, respectively), implicating both factors in the HD11 response to LPS.","For lipopolysaccharide stimulation, cells were seeded in 6-well plates and incubated for 24 h. A 1 mg/mL LPS (Sigma, #L2880) stock solution prepared in PBS (Solarbio, #P1020) was serially diluted in HD11 complete medium to final working concentrations of 0.2, 1, and 5 μg/mL, based on previous studies (Li et al., 2023, 2024; Nam et al., 2025).",,LPS;lipopolysaccharide,yes->no: evidence does not name the gene
22,PMC7730296,Anti-Allergic Potential of Cinnamaldehyde via the Inhibitory Effect of Histidine Decarboxylase (HDC) Producing Klebsiella pneumonia,success,no,no,,,,,
23,PMC8358884,Histone deacetylase 9 deficiency exaggerates uterine M2 macrophage polarization,success,no,no,,,,,
24,PMC2949756,Motif prediction to distinguish LPS-stimulated pro-inflammatory  vs . antibacterial macrophage genes,success,no,no,,,,,
25,PMC12035888,HDC/histamine Signaling Axis Drives Macrophage Reprogramming to Promote Angiogenesis in Hindlimb-Ischemic Mice,success,no,no,,,,,
