rank,paper_id,title,judge_status,answer,model_answer,evidence,context,evidence_names,evidence_stimulus,downgraded
15,PMC5955621,Mannan-induced Nos2 in macrophages enhances IL-17–driven psoriatic arthritis by innate lymphocytes,success,yes,yes,We found an up-regulation of NOS2 MFIs in the LPS- and IFN-γ–stimulated CD14+ monocyte subpopulation in patients with PsA compared with HDs (Fig. 3).,"For analysis of NOS2 expression in CD14+ monocytes and MDSCs [MDC10 according to Mandruzzato et al. (23)] by flow cytometry, 1.5 × 106 PBMCs/ml were stimulated with IFN-γ (100 ng/ml; ImmunoTools) and LPS (1 μg/ml; InvivoGen) overnight.",Nos2;NOS2,LPS,
16,PMC2811838,The inhibitory effect of quercitrin gallate on iNOS expression induced by lipopolysaccharide in Balb/c mice,success,yes,yes,"L36: As shown in Fig. 4, the level of iNOS protein expression in control cells was approximately 25% of that of the expression of ̢-actin in the controls. In addition, iNOS protein expression in LPS treated mice increased to 80% of that of the expression of ̢-actin in the controls.",,iNOS,LPS,
17,PMC2191051,Promoter of the mouse gene encoding calcium-independent nitric oxide synthase confers inducibility by interferon gamma and bacterial lipopolysaccharide,success,yes,yes,Treatment with IFN-y and LPS led to transcription of iNOS from the same initiation site in both cell populations.,"All these constructs conferred inducibility of the iNOS promoter by LPS, but only the construct containing all 1,749 bp conferred synergistic inducibility by IFN-gamma plus LPS.",iNOS,LPS,
18,PMC4191211,Nitric Oxide Synthase: Non-Canonical Expression Patterns,success,no,no,,,,,
19,PMC13029237,Formulation of Gamma-Oryzanol Encapsulated Nanoparticles and Their Modulation Effects on Inducible Nitric Oxide Synthase and Nitric Oxide in LPS-Stimulated RAW 264.7 Macrophages,success,yes,yes,"Figure 6A,B, demonstrating that induction of LPS (1 ͔g mL−1) significantly elevated iNOS protein expression levels compared to the non-LPS-stimulated group.","To investigate the effects of ORZ-NPs on LPS-induced inflammation, RAW 264.7 macrophage cells were pre-treated with the ORZ-NPs or blank NPs at concentrations of 25 and 50 Pg mL−1 for 1 h and then exposed to LPS (1 Pg mL−1).",iNOS,LPS,
20,PMC2190891,Lipopolysaccharide-induced selective priming effects on tumor necrosis factor alpha and nitric oxide production in mouse peritoneal macrophages,success,no,yes,"This representative experiment indicates that a concentration of 10 ng/ml of S-LPS is the threshold for effective stimulation of macrophages as assessed by either TNF-a or NO production, whereas significant responses were always observed with ~100 ng/ml S-LPS.",Different concentrations of E. coli O111:B4 S-LPS were added to thioglycollate-elicited C3HeB/FeJ peritoneal macrophage cultures as indicated.,,LPS;E. coli,yes->no: evidence does not name the gene
21,PMC4088763,Nitric oxide synthase 2-derived NO in endotoxemia is not sufficient to cause hemodynamic effects,success,yes,yes,"We observed in TLR4-/- mice resistant to the inflammatory and lethal effects of endotoxin that various LPS preparations obtained from Sigma – but not Invivogen – were able to induce as much NOS2 and NOx as control mice but without resulting in hemodynamic effects, measured as changes in blood pressure.","We used TLR4-/- mice (natural mutants and induced mutants) and control mice, lipopolysaccharide (LPS) from Sigma and Invivogen, measured NOx using Griess reagents, followed the blood pressure using tail cuff techniques, performed immunohistochemistry and monitored lethality and body temperature.",Nos2;NOS2,endotoxin;LPS;lipopolysaccharide,
22,PMC5967330,Macrophage inducible nitric oxide synthase circulates inflammation and promotes lung carcinogenesis,success,yes,yes,"Western blot analysis showed that treatment with LSP induced a comparable level of NOS2 in WT and KA/KA macrophages but did not detect NOS2 expression in untreated WT, KA/KA, and KA/KA;Nos2−/− cells (Fig. 4a), suggesting that increased inflammation induces NOS2 expression in KA/KA lungs.","For the experimental group, isolated macrophages were stimulated with 100 ng/ml LPS for 18 or 12 h, and then total RNA or protein was collected.",Nos2;NOS2,LPS,
23,PMC6920088,Inducible nitric oxide synthase-derived extracellular nitric oxide flux regulates proinflammatory responses at the single cell level,success,yes,yes,"L19: In contrast, in BMDM, LPS alone (18hr) elicited intermediate NO flux which was markedly augmented when combined with IFNγ.","L20: Fig. 2: Extracellular NO flux are entirely dependent on temporally regulated Nos2 expression and correlate with intracellular citrulline levels. WES (Nos2 protein expression), Griess assay (nitrite levels) [46] and DAN Assay (nitrosative capacity) [45], were performed on ANA-1 cells (A) or BALB/c BMDMs (B) stimulated for 18h.",Nos2;NOS2,LPS,
24,PMC12572803,Nitroalkene inhibition of pro-inflammatory macrophage effector function via modulation of signaling metabolite levels,success,yes,yes,"First, it was confirmed that LPS induced NOS2 expression at 12 h.","Wild-type RAW 264.7 macrophages treated with vehicle (0.01% DMSO), NO2-OA (5 QM), or 1400W (100 QM) were stimulated with LPS (10 ng/mL).",Nos2;NOS2,LPS,
25,PMC4577833,NOS1-derived nitric oxide promotes NF-κB transcriptional activity through inhibition of suppressor of cytokine signaling-1,error,,,,,,,
