title,authors,id,source,date,url,abstract
Inhibition of inducible Nitric Oxide Synthase by a mustard gas analog in murine macrophages,Min Qui; Victor M Paromov; Hongsong Yang; Milton Smith; William L Stone,Matched: CEES transiently suppresses NO production and iNOS expression in LPS s,cat /papers/PMC1698482/content.lines --lines 18-19,2006-11-30,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1698482/,This study investigated the effect of a mustard gas analog (CEES) on nitric oxide production in LPS-stimulated macrophages. CEES was found to inhibit nitric oxide synthesis by decreasing iNOS protein expression.
Internal ribosomal entry site-mediated translational activity of nitric oxide synthase 2,Kyung-Ha Lee,Matched: LPS increases NOS2 IRES activity and nitrite levels,cat /papers/PMC10898816/content.lines --lines 23-24,2023-11-14,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10898816/,"The study investigated the internal ribosomal entry site (IRES) activity of nitric oxide synthase 2 (NOS2) mRNA. IRES-mediated translation of NOS2 mRNA is present in various cells and increases with LPS, partially maintaining nitrite production."
Hypoxia Aggravates Inhibition of Alveolar Epithelial Na-Transport by Lipopolysaccharide-Stimulation of Alveolar Macrophages,Emel Baloglu; Kalpana Velineni; Ezgi Ermis-Kaya; Heimo Mairbäurl,"Matched: 2.2. Cytokines, iNOS, NO/Nitrite",cat /papers/PMC9368968/content.lines --lines 23-24,2022-07-27,https://doi.org/10.3390/ijms23158315,"Alveolar macrophages stimulated with LPS were studied for their effect on alveolar epithelial Na-transport, with and without hypoxia. LPS-stimulated macrophages impair Na-transport via NO-dependent mechanisms, and hypoxia exacerbates this inhibition."
"Lipopolysaccharide-Induced Nitric Oxide, Prostaglandin E2, and Cytokine Production of Mouse and Human Macrophages Are Suppressed by Pheophytin-b",Chun-Yu Lin; Wen-Hung Wang; Shin-Huei Chen; Yu-Wei Chang; Ling-Chien Hung; Chung-Yi Chen; Yen-Hsu Ch...,Matched: 1. Introduction,cat /papers/PMC5751240/content.lines --lines 13-14,2017-12-06,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5751240/,"Pheophytin-b was studied for its anti-inflammatory effects on lipopolysaccharide-stimulated macrophages. It suppressed nitric oxide, prostaglandin E2, and cytokine production by inhibiting STAT-1 and PI3K/Akt pathways."
Mannan-induced Nos2 in macrophages enhances IL-17–driven psoriatic arthritis by innate lymphocytes,Jianghong Zhong; Tatjana Scholz; Anthony C. Y. Yau; Simon Guerard; Ulrike Hüffmeier; Harald Burkhard...,Matched: Deficiency of Nos2 alleviates MIP disease,cat /papers/PMC5955621/content.lines --lines 27-29,2018-05-16,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5955621/,"Mannan stimulation of macrophages was studied for its role in psoriatic arthritis. Macrophage-derived nitric oxide enhances IL-17 release from innate lymphocytes, promoting the disease."
The inhibitory effect of quercitrin gallate on iNOS expression induced by lipopolysaccharide in Balb/c mice,Hyun-Ye Jo; Youngsoo Kim; Sang-Yoon Nam; Beom Jun Lee; Yun-Bae Kim; Young Won Yun; Byeongwoo Ahn,Matched: Introduction,cat /papers/PMC2811838/content.lines --lines 10-13,2008-09-30,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2811838/,"Quercitrin gallate (QGR) was studied for its effect on nitric oxide (NO) and iNOS expression in LPS-stimulated mice. QGR significantly reduced LPS-induced NO production and iNOS expression, demonstrating anti-inflammatory potential."
Promoter of the mouse gene encoding calcium-independent nitric oxide synthase confers inducibility by interferon gamma and bacterial lipopolysaccharide,,Matched: Abstract,cat /papers/PMC2191051/content.lines --lines 1-3,1993-06-01,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2191051/,The promoter region of the mouse iNOS gene was cloned and analyzed for regulatory elements. This promoter confers inducibility by LPS and synergistic inducibility by IFN-gamma and LPS.
Nitric Oxide Synthase: Non-Canonical Expression Patterns,Joshua T. Mattila; Anita C. Thomas,Matched: Constitutive Expression of the “Inducible” NOS2 Isoform,cat /papers/PMC4191211/content.lines --lines 37-38,2014-10-09,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4191211/,"This paper examines the expression patterns of nitric oxide synthase (NOS) enzymes. It concludes that NOS isoforms may exhibit non-canonical expression, challenging established classifications."
Formulation of Gamma-Oryzanol Encapsulated Nanoparticles and Their Modulation Effects on Inducible Nitric Oxide Synthase and Nitric Oxide in LPS-Stimulated RAW 264.7 Macrophages,Kornvipa Settakorn; Chuda Chittasupho; Weerasak Samee; Nut Koonrungsesomboon; Mingkwan Na Takuathung,Matched: 1. Introduction,cat /papers/PMC13029237/content.lines --lines 15,2026-03-14,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13029237/,Researchers developed gamma-oryzanol nanoparticles (ORZ-NPs) to improve stability and bioavailability. These nanoparticles effectively reduced nitric oxide synthase and nitric oxide production in stimulated macrophages. This suggests a targeted anti-inflammatory effect without impacting other key inflammatory cytokines.
Lipopolysaccharide-induced selective priming effects on tumor necrosis factor alpha and nitric oxide production in mouse peritoneal macrophages,Matched: cat /papers/PMC2190891/content.lines --lines 5,PMC2190891,The Journal of Experimental Medicine,1993-02-01,https://doi.org/10.1084/jem.177.2.511,"Macrophages were precultured with low-dose LPS, then restimulated. This pretreatment selectively primes macrophages for differential responses to subsequent stimuli, rather than causing total refractoriness."
Nitric oxide synthase 2-derived NO in endotoxemia is not sufficient to cause hemodynamic effects,P Brouckaert; J Bultinck; E Rogge; A Cauwels,Matched: Results,cat /papers/PMC4088763/content.lines --lines 11,2008-03-13,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4088763/,
Macrophage inducible nitric oxide synthase circulates inflammation and promotes lung carcinogenesis,Xin Wang; Zane Gray; Jami Willette-Brown; Feng Zhu; Gongping Shi; Qun Jiang; Na-Young Song; Liang Do...,Matched: NOS2 deletion does not alter arginase 1 expression but decreases Ym-1,cat /papers/PMC5967330/content.lines --lines 31,2018-03-26,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5967330/,"This study investigated the role of macrophage inducible nitric oxide synthase (NOS2) in lung cancer. NOS2 promotes lung carcinogenesis by increasing inflammation, macrophage migration and survival, and foamy macrophage formation."
Inducible nitric oxide synthase-derived extracellular nitric oxide flux regulates proinflammatory responses at the single cell level,Veena Somasundaram; Anne C. Gilmore; Debashree Basudhar; Erika Mariana Palmieri; David A. Scheiblin;...,Matched: Nos2-Cox2 synergy in inflammation,cat /papers/PMC6920088/content.lines --lines 24-25,2019-11-01,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6920088/,"This study investigated how nitric oxide (NO) flux from inducible NO synthase (iNOS) affects proinflammatory macrophages. High NO flux, restricted to specific cells, limits hypoxic gradients and influences macrophage function, impacting tumor progression."
Nitroalkene inhibition of pro-inflammatory macrophage effector function via modulation of signaling metabolite levels,Emily R. Stevenson; James P. O’Brien; Allison M. Manuel; Crystal E. Uvalle; Gregory J. Buchan; Steve...,Matched: Pharmacological inhibition of NOS2 by NO2-OA and 1400W inhibits NO pro,cat /papers/PMC12572803/content.lines --lines 24-25,2025-10-16,https://doi.org/10.3389/fphys.2025.1426102,"Nitroalkene NO₂-OA was studied for its effect on pro-inflammatory macrophage metabolism and function. NO₂-OA inhibits macrophage pro-inflammatory responses by altering central carbon metabolism, reducing succinate levels, and destabilizing HIF1α."
NOS1-derived nitric oxide promotes NF-κB transcriptional activity through inhibition of suppressor of cytokine signaling-1,"Mirza Saqib Baig, Sofia V. Zaichick, Mao Mao, Andre L. de Abreu, Farnaz R. Bakhshi, Peter C. Hart, U...",Matched: NOS1 is required to block proteolytic degradation of p65 in LPS-activa,cat /papers/PMC4577833/content.lines --lines 24,2015-09-21,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4577833/,This study investigated the role of NOS1-derived nitric oxide in inflammatory responses. The key finding is that NOS1-derived NO promotes NF-κB activity by inhibiting SOCS1.
