rank,paper_id,title,judge_status,answer,evidence,evidence_names,downgraded
16,PMC7689775,LPS‐Induced Inflammation Prior to Injury Exacerbates the Development of Post‐Traumatic Osteoarthritis in Mice,success,no,,,
17,PMC3317238,LPS Counter Regulates RNA Expression of Extracellular Proteases and Their Inhibitors in Murine Macrophages,success,no,,,
18,PMC7053374,Corrigendum: Macrophage Polarization: Different Gene Signatures in M1(LPS+) vs. Classically and M2(LPS–) vs. Alternatively Activated Macrophages,success,no,,,
19,PMC11232647,LPS-induced senescence of macrophages aggravates calcification and senescence of vascular smooth muscle cells via IFITM3,success,no,,,
20,PMC4765811,Biomimetic collagenous scaffold to tune inflammation by targeting macrophages,success,no,,,
21,PMC3953056,Epigenetic profile in lipopolysaccharide-stimulated macrophages,success,no,,,
22,PMC5778122,"High-Resolution Mapping and Dynamics of the Transcriptome, Transcription Factors, and Transcription Co-Factor Networks in Classically and Alternatively Activated Macrophages",success,no,,,
23,PMC4534598,Mmu-miR-27a-5p-Dependent Upregulation of MCPIP1 Inhibits the Inflammatory Response in LPS-Induced RAW264.7 Macrophage Cells,success,no,,,
24,bio_206e5a356c66,Mathematical modelling of activation-induced heterogeneity reveals cell state transitions underpinning macrophage responses to LPS,success,no,,,
25,PMC9411976,"Mathematical modelling of activation-induced heterogeneity in TNF, IL6, NOS2, and IL1β expression reveals cell state transitions underpinning macrophage responses to LPS",success,no,,,
26,PMC6199307,LncRNA HOTAIR regulates lipopolysaccharide-induced cytokine expression and inflammatory response in macrophages,success,no,,,
27,PMC8849967,Bioinformatics Analysis and Experimental Verification Identify Downregulation of COL27A1 in Poor Segmental Congenital Scoliosis,success,no,,,
28,PMC10940789,LPS-Induced Modifications in Macrophage Transcript and Secretion Profiles Are Linked to Muscle Wasting and Glucose Intolerance,success,no,,,
29,PMC7867451,Gadolinium Chloride Inhibits the Production of Liver Interleukin-27 and Mitigates Liver Injury in the CLP Mouse Model,success,no,,,
30,PMC10861897,A macrophage-collagen fragment axis mediates subcutaneous adipose tissue remodeling in mice,success,no,,,
31,PMC194878,Genetic control of the innate immune response,success,no,,,
32,PMC2118489,LPS-induced down-regulation of signal regulatory protein α contributes to innate immune activation in macrophages,success,no,,,
33,bio_eb0530776e54,Dynamic nucleosome redistribution and increases in nucleosome sensitivity underpin THP-1 macrophage response to LPS,success,no,,,
34,PMC10157156,IL-27 induces an IFN-like signature in murine macrophages which in turn modulate colonic epithelium,success,no,,,
35,PMC8345949,Histatin-1 Attenuates LPS-Induced Inflammatory Signaling in RAW264.7 Macrophages,success,no,,,
36,PMC13405066,Dual regulatory effects of medical bovine collagen sponge on macrophages in vitro,success,no,,,
37,PMC3333514,Monocyte normal immune response to LPS stimulation,success,no,,,
38,PMC9054600,"Flaxseed orbitides, linusorbs, inhibit LPS-induced THP-1 macrophage inflammation",success,no,,,
39,PMC10501887,LPS adsorption and inflammation alleviation by polymyxin B-modified liposomes for atherosclerosis treatment,success,no,,,
40,PMC7518957,CD163 deficiency facilitates lipopolysaccharide‐induced inflammatory responses and endotoxin shock in mice,success,no,,,
41,PMC7324593,Extracellular glucose is crucially involved in the fate decision of LPS-stimulated RAW264.7 murine macrophage cells,success,no,,,
42,PMC10949775,Lipopolysaccharide regulation of antiinflammatory tristetraprolin family and proinflammatory gene expression in mouse macrophages,success,no,,,
43,PMC6379471,Leukadherin-1-Mediated Activation of CD11b Inhibits LPS-Induced Pro-inflammatory Response in Macrophages and Protects Mice Against Endotoxic Shock by Blocking LPS-TLR4 Interaction,success,no,,,
44,PMC3735524,GATA-2 Transduces LPS-Induced il-1β Gene Expression in Macrophages via a Toll-Like Receptor 4/MD88/MAPK-Dependent Mechanism,success,no,,,
45,bio_7e3cf88974c6,Dexamethasone inhibits the LPS-induced activation of hypoxia-inducible factor 1 alpha (HIF-1α) in macrophages independently of the DUSP1-p38-TTP-HIF-1α regulatory axis,success,no,,,
46,PMC6878630,MSC-secreted TGF-β regulates lipopolysaccharide-stimulated macrophage M2-like polarization via the Akt/FoxO1 pathway,success,no,,,
47,bio_893e218381f8,Mineralized collagen scaffold pore architecture and glycosaminoglycan content biases anti-inflammatory macrophage phenotype,success,no,,,
48,PMC7521295,PDX regulates inflammatory cell infiltration via resident macrophage in LPS‐induced lung injury,success,no,,,
49,PMC9663662,LncRNA Gm26917 regulates inflammatory response in macrophages by enhancing Annexin A1 ubiquitination in LPS-induced acute liver injury,success,no,,,
50,PMC9076897,Overabundance of Veillonella parvula promotes intestinal inflammation by activating macrophages via LPS-TLR4 pathway,success,no,,,
