rank,paper_id,title,judge_status,answer,model_answer,evidence,context,evidence_names,evidence_stimulus,downgraded
14,PMC4728557,Secreted Thrombospondin-1 Regulates Macrophage Interleukin-1β Production and Activation through CD47,success,yes,yes,"However, treatment with 10–20 ng/ml LPS induced significantly more IL-1β mRNA in wild type BMDMs (p ≤ 0.05, Fig. 3B), more NLRP3 mRNA after 10 ng/ml LPS treatment (p ≤ 0.05, Fig. 3C) and more caspase-1 mRNA after any LPS treatment (p ≤ 0.05, Fig. 3D).","Figure 3: Wild type BMDMs have significantly more caspase-1 and IL-1β mRNA than cd47−/− bone marrow derived macrophages after LPS stimulation. (A) Graph depicts basal levels of IL-1β, NLRP3, and caspase-1 in wild type and cd47−/− mRNAs following twenty separate experiments. (B–D) Cells were stimulated with LPS as indicated for 3 h. 2.5 mM ATP was added to wells for the final 30 min. Levels of IL-1β, NLRP3, and caspase-1 mRNA were measured using quantitative real-time PCR.",IL-1B;IL-1beta,LPS,
15,PMC13311925,Differential toll-like receptor signaling pathways shape IL-1β-dependent inflammatory responses in chicken macrophages,success,yes,yes,"LPS stimulation induced a rapid and strong upregulation of IL-1β, peaking at approximately 6 h and declining thereafter, with IL-6 showing a similar pattern.","To define cytokine induction triggered by TLR4 activation, PBMC-derived macrophages were stimulated with LPS, and the expression of IL-1β, IL-6, IL-12, IL-18, and TNF-α was analyzed (Fig. S2B).",IL-1B;IL-1beta,LPS,
16,bio_fc056c676f79,Macrophage Xanthine Oxidoreductase Links LPS Induced Lung Inflammatory Injury to NLRP3 Inflammasome Expression and Mitochondrial Respiration,success,no,yes,BAL cells from LPS insufflated XOR fl/fl mice showed marked increase in mRNA for inflammatory cytokines IL-6 and TNFα that was significantly reduced (P<0.001) in XOR fl/fl//LysM-Cre mice while at the same time showing significant increase in anti-inflammatory IL-10 mRNA in the XOR fl/fl//LysM-Cre mice ( Figure 2E ).,To test the effect of myeloid specific XOR knockout in a common endotoxin model of ALI we insufflated E. coli lipopolysaccharide (LPS) directly into the airway of XOR fl/fl and XOR fl/fl//LysM-Cre mice.,,LPS;endotoxin;E. coli;lipopolysaccharide,yes->no: evidence does not name the gene
17,PMC1784569,Gram-negative bacterial LPS induced poor uterine receptivity and implantation failure in mouse: alterations in IL-1beta expression in the preimplantation embryo and uterine horns.,success,yes,yes,"However, it was expressed more in the uterus collected from LPS treated animals as compared to that of the control as period of pregnancy approached to stage of implantation","The uterine horns collected from control and LPS treated animals during different stages of preimplantation period of pregnancy (i.e., days-1.5, 2.5, 3.5, 4.0, 4.125, 4.33 and 4.42 of pregnancy) were used to study the expression of the proinflammatory cytokine IL-1b, by RT-PCR.",IL-1B;IL-1beta,LPS,
18,PMC5295423,IL-1α and IL-1β-producing macrophages populate lung tumor lesions in mice,success,yes,yes,The stimulation of lung TAMs with LPS+ATP increased the release of IL-1̢b.,Macrophages were stimulated with LPS (0.1 Γ΄g/ml) in the presence or not of ATP (0.5 mM) added for 30 minutes.,IL-1B;IL-1beta,LPS,
19,PMC9698243,Involvement of the p38 MAPK-NLRC4-Caspase-1 Pathway in Ionizing Radiation-Enhanced Macrophage IL-1β Production,success,yes,yes,"L20: As shown in Figure 2A,C, in LPS-only-treated RAW264.7 cells, the production of pro-inflammatory cytokines such as NO and IL-1β was increased compared with that in control cells, indicating that the macrophage cell line functions as expected.","L19: First, the RAW264.7 cells were exposed to 5 Gy of IR and then stimulated with LPS (0.1 ΓΔΓ/mL) 24 h later.",IL-1B;IL-1beta,LPS,
20,PMC12345257,High-density lipoprotein attenuates lipopolysaccharide-induced IL-1β activation via scavenger receptor class B type 1,success,yes,yes,"This demonstrated that the expression of the pro-IL-1β and the production of IL-1β were increased significantly upon 4 h incubation with LPS (Fig. 1A, B).","To examine the role of HDL in endotoxemia in vitro, we first examined IL-1β activation in response to LPS treatment in murine macrophage RAW 264.7 cells.",IL-1B;IL-1beta,LPS;endotoxemia,
21,bio_206e5a356c66,Mathematical modelling of activation-induced heterogeneity reveals cell state transitions underpinning macrophage responses to LPS,success,yes,yes,"In BMDMs, LPS-induced hypo-responsiveness was observed for cells pre-treated with 1000ng LPS for cumulative secreted levels of TNF, IL6, NO, and IL1β ( Figure S2A ).",Figure S2 illustrates the hyporesponsive phenotype of Bone Marrow-Derived Macrophages (BMDMs) following pre-treatment with Brefeldin A (BFA).,Il1b;IL1B,LPS,
22,PMC10330783,Human metapneumovirus driven IFN-β production antagonizes macrophage transcriptional induction of IL1-β in response to bacterial pathogens,success,yes,yes,"As expected, LPS/nigericin treatment strongly increased the production of mature IL-1β in the medium as shown in previous reports [ Figure 1B , (30)].","(B, C) Human macrophages were incubated with HMPV, SeV or medium (N.I. = not infected) and then stimulated with LPS for 13 h and nigericin for 40 min. Culture supernatants were analyzed for secreted IL-1β by ELISA (B) and total cell lysates were analyzed for pro-IL-1β protein levels by immunoblotting (C).",IL-1B;IL-1beta,LPS;infected,
23,PMC7360975,Tissue‐resident macrophages actively suppress IL‐1beta release via a reactive prostanoid/IL‐10 pathway,success,yes,yes,"LSC stimulation of Gata6-WT and KOmye pMФ for 6 h strongly induced pro-IL-1β and Nlrp3 protein level, and co-stimulation with IL-10 repeatedly decreased them.","Western blot analysis (left) and quantification (right) of Gata6-WT and Gata6-KOmye pMФ stimulated for 6 h with 100 ng/ml LPS, 10 μM beraprost, 10 ng/ml IL-10 or 5 μg/ml αIL-10R.",IL-1B;IL-1beta,LPS,
24,PMC2365439,RNA from LPS-stirnulated macrophages induces the release of tumour necrosis factor-α and interleukin-1 by resident macrophages,success,no,yes,"The preincubation of macrophage monolayers with cytoplasmic RNA (25 g/ml) extracted from LPS (10 g/ml) stimulated macrophages (L-RNA) caused a significant release of TNF and IL-1 in the culture medium as compared with the RNA from non-stimulated macrophages (N-RNA), or with RPMI medium alone (Fig. 1).","Macrophage monolayers were incubated with N-RNA (25/l/ml), L-RNA (25/g/ml), LPS (10/g/ml) or RPMI medium alone (C) for 6 h.",,LPS,yes->no: evidence does not name the gene
25,PMC2949756,Motif prediction to distinguish LPS-stimulated pro-inflammatory  vs . antibacterial macrophage genes,success,no,no,,,,,
