rank,paper_id,title,judge_status,answer,evidence,evidence_names,downgraded
20,PMC6375194,Responses of perivascular macrophages to circulating lipopolysaccharides in the subfornical organ with special reference to endotoxin tolerance,success,no,,,
21,PMC3953056,Epigenetic profile in lipopolysaccharide-stimulated macrophages,success,no,,,
22,bio_5a4c8a837ab5,Macrophage EHD1 promotes inflammation and stabilizes sortilin to accelerate atherosclerosis,success,no,,,
23,PMC6396028,A novel role for myeloid endothelin-B receptors in hypertension,success,yes,"BMDM stimulation with LPS/INF̲γ (but not IL-4/IL-13) increased the media concentration of ET-1 at 24 h (see Supplementary material online, Figure S7), an effect that was blocked by phosphoramidon, an inhibitor of endothelin converting enzyme (ECE) which catalyzes the conversion of big ET-1 to the mature peptide.",ET-1,
24,PMC8155903,Differential mRNA and miRNA Profiles Reveal the Potential Roles of Genes and miRNAs Involved in LPS Infection in Chicken Macrophages,success,no,,,
25,PMC7918892,LPS Tolerance Inhibits Cellular Respiration and Induces Global Changes in the Macrophage Secretome,success,no,,,
26,PMC6428981,"Decreased Ambient Oxygen Tension Alters the Expression of Endothelin-1, iNOS and cGMP in Rat Alveolar Macrophages",success,no,,,
27,PMC12877074,IL-1β+ lung-resident macrophages mediate endothelial dysfunction and acute lung injury in sepsis through immune-metabolic crosstalk,success,no,,,
28,PMC9456100,"Lipopolysaccharide from Porphyromonas gingivalis, but Not from Porphyromonas endodontalis, Induces Macrophage M1 Profile",success,no,,,
29,PMC13199726,Exosomal miR-148a-3p from LPS-Activated Macrophages Promotes M1 Polarization and Ferroptosis-Related Characteristics of Recipient Macrophages by Reducing SLC7A11,success,no,,,
30,PMC5743190,Lipopolysaccharide-induced inflammation in monocytes/macrophages is blocked by liposomal delivery of Gi-protein inhibitor,success,no,,,
31,PMC4682375,Investigation of microRNAs in mouse macrophage responses to lipopolysaccharide-stimulation by combining gene expression with microRNA-target information,success,no,,,
32,PMC6994071,Identification of stable reference genes for lipopolysaccharide-stimulated macrophage gene expression studies,success,no,,,
33,PMC13261286,RETRACTION: Epinephrine Enhances the Response of Macrophages under LPS Stimulation,success,no,,,
34,PMC4905593,Expression Profiling of LPS Responsive miRNA in Primary Human Macrophages,success,no,,,
35,PMC11882390,Macrophage A2aR Alleviates LPS‐Induced Vascular Endothelial Injury and Inflammation via Inhibiting M1 Polarisation and Oxidative Stress,success,no,,,
36,PMC5627409,Selection of reliable reference genes for the normalisation of gene expression levels following time course LPS stimulation of murine bone marrow derived macrophages,success,no,,,
37,PMC3333514,Monocyte normal immune response to LPS stimulation,success,no,,,
38,PMC3292559,New Model of Macrophage Acquisition of the Lymphatic Endothelial Phenotype,success,no,,,
39,PMC6694011,Developments in the Role of Endothelin-1 in Atherosclerosis: A Potential Therapeutic Target?,success,no,,,
40,PMC4378362,Analysis of the transcriptional networks underpinning the activation of murine macrophages by inflammatory mediators,success,no,,,
41,PMC4470529,Macrophage phenotype in sepsis immunosuppression,success,no,,,
42,bio_206e5a356c66,Mathematical modelling of activation-induced heterogeneity reveals cell state transitions underpinning macrophage responses to LPS,success,no,,,
43,PMC6701392,A Benzenediamine Analog FC-99 Drives M2 Macrophage Polarization and Alleviates Lipopolysaccharide- (LPS-) Induced Liver Injury,success,no,,,
44,PMC3317238,LPS Counter Regulates RNA Expression of Extracellular Proteases and Their Inhibitors in Murine Macrophages,success,no,,,
45,PMC6527387,Quercetin inhibits LPS-induced macrophage migration by suppressing the iNOS/FAK/paxillin pathway and modulating the cytoskeleton,success,no,,,
46,PMC3525607,Macrophages mediate colon carcinoma cell adhesion in the rat liver after exposure to lipopolysaccharide,success,no,,,
47,PMC2234390,Ginger extract inhibits LPS induced macrophage activation and function,success,no,,,
48,PMC8886523,Overexpression of interleukin‐10 in engineered macrophages protects endothelial cells against LPS‐induced injury in vitro,success,no,,,
49,PMC7275413,Progranulin inhibits LPS-induced macrophage M1 polarization via NF-кB and MAPK pathways,success,no,,,
50,bio_3d87310b6cb0,PDE10A Inhibition Disrupts Lipid Droplet Formation and Sensitizes Macrophages to Ferroptosis after LPS treatment,success,no,,,
