rank,paper_id,title,judge_status,answer,evidence,evidence_names,downgraded
11,PMC1698482,Inhibition of inducible Nitric Oxide Synthase by a mustard gas analog in murine macrophages,success,yes,"Control RAW 264.7 macrophages had no detectable iNOS protein, CEES treatment alone did not induce any iNOS protein but LPS (10 ng/ml for 24 hours) produced a marked induction of iNOS protein.",iNOS,
12,PMC10898816,Internal ribosomal entry site-mediated translational activity of nitric oxide synthase 2,success,yes,"L23: When LPS was introduced into the neuroblastoma cell line Neuro-2a, nitrite levels, the oxidative form of the NOS2 product nitric oxide, increased (Figure 4A).",Nos2,
13,PMC9368968,Hypoxia Aggravates Inhibition of Alveolar Epithelial Na-Transport by Lipopolysaccharide-Stimulation of Alveolar Macrophages,success,yes,"LPS caused a fast, transient increase in TNFͣα and IL-6 mRNA in macrophages and a sustained increase in inducible nitric oxide synthase (NOS2) mRNA in macrophages and in rA2 cells resulting in elevated nitrite levels and secretion of TNF-α and IL-6 into culture media.",Nos2,
14,PMC5751240,"Lipopolysaccharide-Induced Nitric Oxide, Prostaglandin E2, and Cytokine Production of Mouse and Human Macrophages Are Suppressed by Pheophytin-b",success,yes,"LPS-induced expression of NOS2 protein and mRNA were also repressed in RAW 264.7 cells with pheophytin-b in a dose-dependent manner (p < 0.05; Figure 3A and Figure 4A, respectively).",Nos2,
15,PMC5955621,Mannan-induced Nos2 in macrophages enhances IL-17–driven psoriatic arthritis by innate lymphocytes,success,yes,We found an up-regulation of NOS2 MFIs in the LPS- and IFN-γ–stimulated CD14+ monocyte subpopulation in patients with PsA compared with HDs (Fig. 3).,Nos2,
16,PMC2811838,The inhibitory effect of quercitrin gallate on iNOS expression induced by lipopolysaccharide in Balb/c mice,success,yes,"However, the expression of iNOS mRNA increased to 103% of that of the expression of GAPDH in control cells in response to treatment with LPS.",iNOS,
17,PMC2191051,Promoter of the mouse gene encoding calcium-independent nitric oxide synthase confers inducibility by interferon gamma and bacterial lipopolysaccharide,success,yes,Treatment with IFN-\u03b3 and LPS led to transcription of iNOS from the same initiation site in both cell populations.,iNOS,
18,PMC4191211,Nitric Oxide Synthase: Non-Canonical Expression Patterns,success,no,,,
19,PMC13029237,Formulation of Gamma-Oryzanol Encapsulated Nanoparticles and Their Modulation Effects on Inducible Nitric Oxide Synthase and Nitric Oxide in LPS-Stimulated RAW 264.7 Macrophages,success,yes,"Figure 6A,B, demonstrating that induction of LPS (1 ΓΕΓ&#956;g mL−1) significantly elevated iNOS protein expression levels compared to the non-LPS-stimulated group.",iNOS,
20,PMC2190891,Lipopolysaccharide-induced selective priming effects on tumor necrosis factor alpha and nitric oxide production in mouse peritoneal macrophages,success,no,,,
21,PMC4088763,Nitric oxide synthase 2-derived NO in endotoxemia is not sufficient to cause hemodynamic effects,success,yes,"We observed in TLR4-/- mice resistant to the inflammatory and lethal effects of endotoxin that various LPS preparations obtained from Sigma – but not Invivogen – were able to induce as much NOS2 and NOx as control mice but without resulting in hemodynamic effects, measured as changes in blood pressure. (L10-L11)",Nos2,
22,PMC5967330,Macrophage inducible nitric oxide synthase circulates inflammation and promotes lung carcinogenesis,success,yes,"Western blot analysis showed that treatment with LSP induced a comparable level of NOS2 in WT and KA/KA macrophages but did not detect NOS2 expression in untreated WT, KA/KA, and KA/KA;Nos2−/− cells (Fig. 4a), suggesting that increased inflammation induces NOS2 expression in KA/KA lungs.",Nos2,
23,PMC6920088,Inducible nitric oxide synthase-derived extracellular nitric oxide flux regulates proinflammatory responses at the single cell level,success,yes,"In contrast, in BMDM, LPS alone (18hr) elicited intermediate Nos2 flux which was markedly augmented when combined with IFNγ.",Nos2,
24,PMC12572803,Nitroalkene inhibition of pro-inflammatory macrophage effector function via modulation of signaling metabolite levels,success,yes,"First, it was confirmed that LPS induced NOS2 expression at 12 h.",Nos2,
25,PMC4577833,NOS1-derived nitric oxide promotes NF-κB transcriptional activity through inhibition of suppressor of cytokine signaling-1,success,no,"We found no detectable expression in WT or knockout cells until 4 h after LPS treatment, well after the early LPS-mediated NOS activity we detected (Fig. 5, F and G).",,yes->no: evidence does not name the gene
