title,authors,id,source,date,url,abstract
Deficiency of Lactoferrin aggravates lipopolysaccharide-induced acute inflammation via recruitment macrophage in mice,Can Liu; Qiu Peng; Lingyu Wei; Zhengshuo Li; Xiaoyue Zhang; Yangge Wu; Jia Wang; Xiang Zheng; Yuqing...,Matched: Lf suppresses macrophage chemotaxis and alleviates inflammatory respon,cat /papers/PMC9159647/content.lines --lines 54-55,2022-06-01,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9159647/,Lactoferrin deficiency was studied in a lipopolysaccharide-induced acute inflammation model. Lf deficiency aggravates inflammation by promoting macrophage recruitment through increased chemokine expression.
CCL5 paradoxically regulates glomerular injury by skewing macrophage polarization,Ika N. Kadariswantiningsih; Issei Okunaga; Kaho Yamasaki; Maulana A. Empitu; Hiroyuki Yamada; Shin-i...,Matched: CCL5 skews macrophage polarization toward the M1 phenotype.,cat /papers/PMC12643500/content.lines --lines 63-66,2025-09-23,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12643500/,"CCL5 was studied for its role in regulating glomerular injury. CCL5 exacerbates kidney damage by promoting inflammatory macrophages, despite protecting podocytes in vitro."
TLR4/MyD88 -mediated CCL2 production by lipopolysaccharide (endotoxin): Implications for metabolic inflammation,Nadeem Akhter; Amal Hasan; Steve Shenouda; Ajit Wilson; Shihab Kochumon; Shamsha Ali; Jaakko Tuomile...,Matched: LPS upregulates CCL2 in monocytes/macrophages,cat /papers/PMC6154519/content.lines --lines 38-39,2018-04-16,https://doi.org/10.1007/s40200-018-0341-y,"This study investigated how lipopolysaccharide (LPS) increases CCL2 production in human monocytes and macrophages. LPS induces CCL2 via the TLR4/MyD88 pathway, activating NF-kB and AP-1 transcription factors."
Macrophage Polarization: Different Gene Signatures in M1(LPS+) vs. Classically and M2(LPS–) vs. Alternatively Activated Macrophages,"Marco Orecchioni, Yanal Ghosheh, Akula Bala Pramod, Klaus Ley",Matched: In vivo M1(=LPS+)C57BL/6J Exclusive Genes Drive Anti-bacterial Immune,cat /papers/PMC6543837/content.lines --lines 40-43,2019-05-24,https://doi.org/10.3389/fimmu.2019.01084,This study compared gene expression in *in vivo* M1/M2 macrophages with *in vitro* classically/alternatively activated macrophages. The findings indicate that *in vivo* M1/M2 polarization is not equivalent to *in vitro* activation states.
C‐C motif chemokine ligand 5 confines liver regeneration by down‐regulating reparative macrophage‐derived hepatocyte growth factor in a forkhead box O 3a–dependent manner,Miao Huang; Junzhe Jiao; Hao Cai; Yichi Zhang; Yuhan Xia; Jiacheng Lin; Zhi Shang; Yihan Qian; Fang ...,Matched: Ccl5 deficiency promotes reparative macrophage polarization after PHx,cat /papers/PMC9790589/content.lines --lines 96,2022-05-05,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9790589/,C-C motif chemokine ligand 5 (CCL5) was studied as a regulator of liver regeneration. CCL5 restrains liver regeneration by reducing reparative macrophage-derived hepatocyte growth factor via the FoxO3a pathway.
Transcriptome Analysis Provides Insights into the Markers of Resting and LPS-Activated Macrophages in Grass Carp (Ctenopharyngodon idella),Yazhen Hu; Xiaolei Wei; Zhiwei Liao; Yu Gao; Xiaoling Liu; Jianguo Su; Gailing Yuan,Matched: 3. Discussion,cat /papers/PMC6274997/content.lines --lines 39-40,2018-11-12,https://doi.org/10.3390/ijms19113562,"This study analyzed the transcriptomes of resting and LPS-activated grass carp macrophages. Four novel cell surface markers and two chemokines were identified as potential macrophage markers, with others indicating activation."
CCL5 promotes breast cancer recurrence through macrophage recruitment in residual tumors,Andrea Walens; Ashley V DiMarco; Ryan Lupo; Benjamin R Kroger; Jeffrey S Damrauer; James V Alvarez,Matched: CCL5 promotes macrophage infiltration in residual tumors,cat /papers/PMC6478432/content.lines --lines 35,2019-04-16,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6478432/,"This study investigated how residual breast cancer cells promote recurrence after treatment. Elevated CCL5 recruits macrophages, which may drive recurrence by increasing collagen deposition."
The CCL5/CCR5/SHP2 axis sustains Stat1 phosphorylation and activates NF-κB signaling promoting M1 macrophage polarization and exacerbating chronic prostatic inflammation,Chen Jin; Fei Zhang; Hailang Luo; Boyang Li; Xue Jiang; Christopher J. Pirozzi; Chaozhao Liang; Meng...,Matched: Discussion,cat /papers/PMC11619290/content.lines --lines 100-101,2024-12-05,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11619290/,"This study identified elevated CCL5 as a key driver of chronic prostatitis. The CCL5/CCR5 axis promotes M1 macrophage polarization and sustained inflammation, presenting a potential therapeutic target."
Artesunate Alleviates Inflammatory Injury in Neonatal Acute Respiratory Distress Syndrome Through CCL5‐Mediated Pyroptosis of M2 Macrophage Subsets,Hai-Ran Ma; Yan-Mei Xie; Yu-Xuan Zhang; Chong-He Cui; Jing Liu,Matched: 3.5. In Vitro Experiments Verified that the Specific High Expression o,cat /papers/PMC13443700/content.lines --lines 70-71,2026-08-05,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13443700/,Neonatal acute respiratory distress syndrome (NARDS) is a life‐threatening respiratory disorder characterized by high mortality and significant long‐term morbidity. Increasing evidence suggests that p
Tumor-associated macrophage-derived chemokine CCL5 facilitates the progression and immunosuppressive tumor microenvironment of clear cell renal cell carcinoma,Wenhao Xu; Yuhao Wu; Wangrui Liu; Aihetaimujiang Anwaier; Xi Tian; Jiaqi Su; Haineng Huang; Gaomeng ...,Matched: Supplementary Material,cat /papers/PMC9379407/content.lines --lines 92-93,2022-07-18,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9379407/,"Tumor-associated macrophages (TAMs) expressing CCL5 were studied in clear cell renal cell carcinoma (ccRCC). Elevated CCL5+ TAMs promote tumor progression and an immunosuppressive microenvironment, correlating with poor prognosis."
Regulating G protein-coupled receptors by topological inversion,Bray Denard; Sungwon Han; JungYeon Kim; Elliott M Ross; Jin Ye,Matched: Results,cat /papers/PMC6400500/content.lines --lines 48-51,2019-03-05,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400500/,"This study investigates the topological inversion of G protein-coupled receptors (GPCRs) mediated by sphingolipids. The findings suggest that GPCRs can alter their topology, as demonstrated by CCR5's response to LPS, impacting cellular migration."
Adipose Tissue-Derived CCL5 Enhances Local Pro-Inflammatory Monocytic MDSCs Accumulation and Inflammation via CCR5 Receptor in High-Fat Diet-Fed Mice,Pei-Chi Chan; Chieh-Hua Lu; Hung-Che Chien; Yu-Feng Tian; Po-Shiuan Hsieh,Matched: 2.4. Tissue-Specific CCL5 Is Critical for the Recruitment of CD11b+Ly6,cat /papers/PMC9692513/content.lines --lines 25-26,2022-11-17,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9692513/,"Adipose tissue CCL5 was studied in high-fat diet-fed mice using genetic modifications and lentivirus injections. Adipose tissue CCL5 drives pro-inflammatory MDSC accumulation and inflammation via CCR5, contributing to obesity and insulin resistance."
Monocyte normal immune response to LPS stimulation,P Myrianthefs; K Venetsanou; E Grouzi; E Boutzouka; P Evagelopoulou; G Fildissis; I Spiliotopoulou; ...,PMC3333514,Critical Care,2002-03-01,https://doi.org/10.1186/cc1554,
Early-Life Exposure to Lipopolysaccharide Induces Persistent Changes in Gene Expression Profiles in the Liver and Spleen of Female FVB/N Mice,Elda Dervishi; Dagnachew Hailemariam; Seyed Ali Goldansaz; Burim N. Ametaj,Matched: 4. Discussion,cat /papers/PMC10384579/content.lines --lines 57-58,2023-07-08,https://doi.org/10.3390/vetsci10070445,Early-life exposure to lipopolysaccharide was studied for its effects on gene expression in mouse liver and spleen. This exposure caused lasting changes in genes related to inflammation and adaptive immunity.
C-C Chemokine Ligand-5 is critical for facilitating macrophage infiltration in the early phase of liver ischemia/reperfusion injury,Chiou-Mei Lee; Hsin-Hsin Peng; Polung Yang; Jiin-Tarng Liou; Chia-Chih Liao; Yuan-Ji Day,Matched: Inhibition of hepatic IRI by CCL5 receptor antagonist,cat /papers/PMC5473895/content.lines --lines 20-21,2017-06-16,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5473895/,"CCL5 was studied for its role in liver ischemia/reperfusion injury (IRI). CCL5 is critical for early macrophage infiltration, which exacerbates liver IRI."
