rank,paper_id,title,judge_status,answer,model_answer,evidence,context,evidence_names,evidence_stimulus,downgraded
11,PMC9159647,Deficiency of Lactoferrin aggravates lipopolysaccharide-induced acute inflammation via recruitment macrophage in mice,success,yes,yes,"Then, we tested the mRNA expression levels of macrophage-related chemokines Ccl2 and Ccl5 (two of the most important chemokines for macrophages) in the peritoneal cells, and found that the mRNA expression levels of Ccl2 and Ccl5 were significantly higher in Lf−/− mice than that in WT group after LPS injection (L51).","The littermate male WT and Lf−/− mice (6–8 weeks) were weighed and injected intraperitoneally with LPS (L9143, Sigma–Aldrich) at a dose of 4 mg/kg to induce acute inflammation response (or with an equal volume of PBS as the control group, each group n = 5) (L24).",Ccl5;CCL5,LPS,
12,PMC12643500,CCL5 paradoxically regulates glomerular injury by skewing macrophage polarization,success,no,no,,,,,
13,PMC6154519,TLR4/MyD88 -mediated CCL2 production by lipopolysaccharide (endotoxin): Implications for metabolic inflammation,success,no,no,,,,,
14,PMC6543837,Macrophage Polarization: Different Gene Signatures in M1(LPS+) vs. Classically and M2(LPS–) vs. Alternatively Activated Macrophages,success,no,no,,,,,
15,PMC9790589,C‐C motif chemokine ligand 5 confines liver regeneration by down‐regulating reparative macrophage‐derived hepatocyte growth factor in a forkhead box O 3a–dependent manner,success,no,no,,,,,
16,PMC6274997,Transcriptome Analysis Provides Insights into the Markers of Resting and LPS-Activated Macrophages in Grass Carp (Ctenopharyngodon idella),success,no,no,,,,,
17,PMC6478432,CCL5 promotes breast cancer recurrence through macrophage recruitment in residual tumors,success,no,no,,,,,
18,PMC11619290,The CCL5/CCR5/SHP2 axis sustains Stat1 phosphorylation and activates NF-κB signaling promoting M1 macrophage polarization and exacerbating chronic prostatic inflammation,success,no,no,,,,,
19,PMC13443700,Artesunate Alleviates Inflammatory Injury in Neonatal Acute Respiratory Distress Syndrome Through CCL5‐Mediated Pyroptosis of M2 Macrophage Subsets,success,yes,yes,"L75: By culturing M2 macrophages and applying LPS oligomers for intervention, the results revealed that compared with the CON group, the expression level of the CCL5 gene in the NARDS group was significantly increased, whereas in the si‐CCL5 and artesunate groups, the expression level of CCL5 was downregulated compared with that in the disease group.","L47: LPS was added at a final concentration of 3 μg/mL for 16 h, followed by the addition of ATP at a final concentration of 5 mM for 2 h to induce pyroptosis.",Ccl5;CCL5,LPS,
20,PMC9379407,Tumor-associated macrophage-derived chemokine CCL5 facilitates the progression and immunosuppressive tumor microenvironment of clear cell renal cell carcinoma,success,no,no,,,,,
21,PMC6400500,Regulating G protein-coupled receptors by topological inversion,success,no,no,,,,,
22,PMC9692513,Adipose Tissue-Derived CCL5 Enhances Local Pro-Inflammatory Monocytic MDSCs Accumulation and Inflammation via CCR5 Receptor in High-Fat Diet-Fed Mice,success,no,no,,,,,
23,PMC3333514,Monocyte normal immune response to LPS stimulation,success,no,no,,,,,
24,PMC10384579,Early-Life Exposure to Lipopolysaccharide Induces Persistent Changes in Gene Expression Profiles in the Liver and Spleen of Female FVB/N Mice,success,no,no,,,,,
25,PMC5473895,C-C Chemokine Ligand-5 is critical for facilitating macrophage infiltration in the early phase of liver ischemia/reperfusion injury,success,no,no,,,,,
