rank,paper_id,title,judge_status,answer,model_answer,evidence,context,evidence_names,evidence_stimulus,downgraded
11,PMC2275409,Identification of the Molecular Mechanism by which TLR Ligation and IFN-γ Synergize to Induce Mig,success,no,no,,,,,
12,PMC5518115,Pathogenic roles of CXCL10 signaling through CXCR3 and TLR4 in macrophages and T cells: relevance for arthritis,success,yes,yes,"In addition, CAIA greatly induced the mRNA expression of CXCL10, RANKL, TNFα, and IL-6 in spleens from WT mice, but not in spleens from Cxcl10 –/– and Cxcr3 –/– mice (Fig. 6c, d).","Three days after antibody administration, 100 μg lipopolysaccharide (LPS) was injected intraperitoneally in both CAIA and control mice.",Cxcl10;CXCL10,lipopolysaccharide;LPS,
13,PMC4923862,"CXCL10-Mediates Macrophage, but not Other Innate Immune Cells-Associated Inflammation in Murine Nonalcoholic Steatohepatitis",success,no,no,,,,,
14,PMC5530548,Protection mediated by chemokine CXCL10 in BALB/c mice infected by Leishmania infantum,success,no,no,,,,,
15,PMC7025113,Role of Chemokine (C–X–C Motif) Ligand 10 (CXCL10) in Renal Diseases,success,no,no,,,,,
16,PMC3986408,CXCL10 Controls Inflammatory Pain via Opioid Peptide-Containing Macrophages in Electroacupuncture,success,no,no,,,,,
17,PMC4095607,Therapeutic effect of anti-C-X-C motif chemokine 10 (CXCL10) antibody on C protein-induced myositis mouse,success,no,no,,,,,
18,PMC5996269,Data on the expression of CXCR3 ligands and pro-inflammatory cytokines in macrophages and CD4+ T cells after stimuli of CXCR3 ligands,success,no,no,,,,,
19,PMC9810995,Neuroprotection by Preconditioning in Mice is Dependent on MyD88-Mediated CXCL10 Expression in Endothelial Cells,success,no,yes,"NanoString nCounter transcript analyses of CD31-positive brain endothelial cells further revealed significant upregulation of Cxcl10, C3, Ccl2, Il1̧, Cxcl2, and Cxcl1, consistent with identification of myeloid differentiation primary response 88 (MyD88) as a regulator of these transcripts by pathway analysis.",,Cxcl10;CXCL10,,yes->no: evidence does not name LPS or infection
20,PMC12321389,CXCL10 secreted by SPRY1-deficient epidermal keratinocytes fuels joint inflammation in psoriatic arthritis via CD14 signaling,success,no,no,,,,,
21,PMC9077289,"Myometrial‐derived CXCL12 promotes lipopolysaccharide induced preterm labour by regulating macrophage migration, polarization and function in mice",success,no,no,,,,,
22,PMC7566605,Dietary fats suppress the peritoneal seeding of colorectal cancer cells through the TLR4/Cxcl10 axis in adipose tissue macrophages,success,yes,yes,"f–h A fatty acid stimulates TLR4-dependent proinflammatory cytokine expression. Peritoneal macrophages from WT or TLR4-ko mice were treated with SA (200 µM) or LPS (100 ng ml−1) for 6 h, and then RNA was extracted for real-time PCR analysis of TNFα, IL-1β, and Cxcl10.","f–h A fatty acid stimulates TLR4-dependent proinflammatory cytokine expression. Peritoneal macrophages from WT or TLR4-ko mice were treated with SA (200 µM) or LPS (100 ng ml−1) for 6 h, and then RNA was extracted for real-time PCR analysis of TNFα, IL-1β, and Cxcl10.",Cxcl10;CXCL10,LPS,
23,PMC13137287,The role of CXCL10 in high‐fat diet–induced skeletal muscle inflammation and atrophy,success,yes,yes,"Treatment of C2C12 myotubes with LPS also reduced myotube diameter (Figure 5e,f) and increased the expression of genes related to inflammation or protein degradation as well as that of Cxcl10 (Figure 5g).","Fully differentiated C2C12 myotubes were treated for 6 or 24 h with LPS (0.1 ͕g/mL, Sigma‐Aldrich) or recombinant mouse CXCL10 (0.1 ng/mL, R&D Systems), with or without antibodies to CXCL10 (MAB466‐500, R&D Systems).",Cxcl10;CXCL10,LPS,
24,PMC12796076,CXCL10/CXCR3 axis facilitates the M2 polarization of macrophages in colorectal cancer via activating RAF,success,no,no,,,,,
25,PMC9225349,Anti-Inflammatory Effects of Cicadidae Periostracum Extract and Oleic Acid through Inhibiting Inflammatory Chemokines Using PCR Arrays in LPS-Induced Lung inflammation In Vitro,success,yes,yes,L173: Cxcl10 | Chemokine (C-X-C motif) ligand 10 | 70.39 | 0.000000,"L38: The mRNA expression levels of chemokines CCL20, CXCL5, CXCL1, CCL2, CXCL10, CXCL11, CCL7, IL-6, CXCL3, CCL17 CXCL2, CCL8, CCRL2, TLR2, PPBP (CXCL7), CCL4, CCL5, and CCL9 were significantly increased in the LPS-stimulated group compared with the normal group.",Cxcl10;CXCL10,LPS,
