rank,paper_id,title,judge_status,answer,evidence,evidence_names,downgraded
23,PMC10046163,Mitochondrial Calcium Nanoregulators Reverse the Macrophage Proinflammatory Phenotype Through Restoring Mitochondrial Calcium Homeostasis for the Treatment of Osteoarthritis,success,no,,,
24,PMC5627409,Selection of reliable reference genes for the normalisation of gene expression levels following time course LPS stimulation of murine bone marrow derived macrophages,success,no,,,
25,PMC13206805,Calcium Signaling in Macrophages During a Wound Response In Vivo,success,no,,,
26,PMC10123955,CD169+ macrophage intrinsic IL-10 production regulates immune homeostasis during sepsis,success,no,,,
27,bio_33eb46886cdf,Intracellular pools of DAG-activated TRPC3 channels are essential for TLR4 activation,success,no,,,
28,PMC7518957,CD163 deficiency facilitates lipopolysaccharide‐induced inflammatory responses and endotoxin shock in mice,success,no,,,
29,PMC10068263,LPS inhibits TRIM65 expression in macrophages and C57BL/6J mouse by activating the ERK1/2 signaling pathway,success,no,,,
30,PMC7700618,Rubi Fructus Water Extract Alleviates LPS-Stimulated Macrophage Activation via an ER Stress-Induced Calcium/CHOP Signaling Pathway,success,no,,,
31,PMC8629864,Lipin-1-derived diacylglycerol activates intracellular TRPC3 which is critical for inflammatory signaling,success,no,,,
32,PMC11034434,Calcium trafficking and gastrointestinal physiology following an acute lipopolysaccharide challenge in pigs,success,no,,,
33,PMC11724434,Efficacy of caerulomycin A in modulating macrophage polarization and cytokine response in a murine model of lipopolysaccharide-induced sepsis,success,no,,,
34,PMC2196288,"Lipopolysaccharide (LPS)-induced Macrophage Activation and Signal Transduction in the Absence of Src-Family Kinases Hck, Fgr, and Lyn",success,no,,,
35,PMC4470529,Macrophage phenotype in sepsis immunosuppression,success,no,,,
36,PMC12733035,Intracellular Calcium as a Regulator of Polarization and Target Reprogramming of Macrophages,success,no,,,
37,PMC10855527,Alleviative Effect of Geniposide on Lipopolysaccharide-Stimulated Macrophages via Calcium Pathway,success,no,,,
38,PMC11323635,Origin recognition complex subunit 6 (ORC6) is a key mediator of LPS-induced NFκB activation and the pro-inflammatory response,success,no,,,
39,PMC6174824,M1 Macrophage Polarization Is Dependent on TRPC1-Mediated Calcium Entry,success,no,,,
40,PMC10012172,Chimeric Peptidomimetic Antibiotic Efficiently Neutralizes Lipopolysaccharides (LPS) and Bacteria-Induced Activation of RAW Macrophages,success,no,,,
41,PMC10484514,Lomerizine attenuates LPS-induced acute lung injury by inhibiting the macrophage activation through reducing Ca2+ influx,success,no,,,
42,PMC11232647,LPS-induced senescence of macrophages aggravates calcification and senescence of vascular smooth muscle cells via IFITM3,success,no,,,
43,PMC8405166,Lipocalin-2 Alleviates LPS-Induced Inflammation Through Alteration of Macrophage Properties,success,no,,,
44,bio_3b6c80166e73,"Nimodipine reduces microglial activation  in vitro  as evidenced by morphological phenotype, phagocytic activity and next generation RNA sequencing",success,no,,,
45,PMC7439320,Cryo-EM structures of calcium homeostasis modulator channels in diverse oligomeric assemblies,success,no,,,
46,PMC9718841,TRPC channels blockade abolishes endotoxemic cardiac dysfunction by hampering intracellular inflammation and Ca2+ leakage,success,no,,,
47,PMC7439498,Cryo-EM structure of the calcium homeostasis modulator 1 channel,success,no,,,
48,bio_206e5a356c66,Mathematical modelling of activation-induced heterogeneity reveals cell state transitions underpinning macrophage responses to LPS,success,no,,,
49,PMC11519721,Protective effect of 6′-Sialyllactose on LPS-induced macrophage inflammation via regulating Nrf2-mediated oxidative stress and inflammatory signaling pathways,success,no,,,
50,PMC4094426,Helminth Induced Suppression of Macrophage Activation Is Correlated with Inhibition of Calcium Channel Activity,success,no,,,
