rank,paper_id,title,judge_status,answer,evidence,evidence_names,downgraded
11,PMC1698482,Inhibition of inducible Nitric Oxide Synthase by a mustard gas analog in murine macrophages,success,yes,"Control RAW 264.7 macrophages had no detectable iNOS protein, CEES treatment alone did not induce any iNOS protein but LPS (10 ng/ml for 24 hours) produced a marked induction of iNOS protein.",iNOS,
12,PMC10898816,Internal ribosomal entry site-mediated translational activity of nitric oxide synthase 2,success,yes,"When LPS was introduced into the neuroblastoma cell line Neuro-2a, nitrite levels, the oxidative form of the NOS2 product nitric oxide, increased (Figure 4A).",Nos2,
13,PMC9368968,Hypoxia Aggravates Inhibition of Alveolar Epithelial Na-Transport by Lipopolysaccharide-Stimulation of Alveolar Macrophages,success,yes,"LPS caused a fast, transient increase in TNF͡ͅͷ and IL-6 mRNA in macrophages and a sustained increase in inducible nitric oxide synthase (NOS2) mRNA in macrophages and in rA2 cells resulting in elevated nitrite levels and secretion of TNF-͡ͅͷ and IL-6 into culture media.",Nos2,
14,PMC5751240,"Lipopolysaccharide-Induced Nitric Oxide, Prostaglandin E2, and Cytokine Production of Mouse and Human Macrophages Are Suppressed by Pheophytin-b",success,yes,"LPS-induced expression of NOS2 protein and mRNA were also repressed in RAW 264.7 cells with pheophytin-b in a dose-dependent manner (p < 0.05; Figure 3A and Figure 4A, respectively).",Nos2,
15,PMC5955621,Mannan-induced Nos2 in macrophages enhances IL-17–driven psoriatic arthritis by innate lymphocytes,success,yes,We found an up-regulation of NOS2 MFIs in the LPS- and IFN-γ–stimulated CD14+ monocyte subpopulation in patients with PsA compared with HDs (Fig. 3).,Nos2,
16,PMC2811838,The inhibitory effect of quercitrin gallate on iNOS expression induced by lipopolysaccharide in Balb/c mice,success,yes,"However, the expression of iNOS mRNA increased to 103% of that of the expression of GAPDH in control cells in response to treatment with LPS.",iNOS,
17,PMC2191051,Promoter of the mouse gene encoding calcium-independent nitric oxide synthase confers inducibility by interferon gamma and bacterial lipopolysaccharide,success,yes,Treatment with IFN-y and LPS led to transcription of iNOS from the same initiation site in both cell populations.,iNOS,
18,PMC4191211,Nitric Oxide Synthase: Non-Canonical Expression Patterns,success,no,,,
19,PMC13029237,Formulation of Gamma-Oryzanol Encapsulated Nanoparticles and Their Modulation Effects on Inducible Nitric Oxide Synthase and Nitric Oxide in LPS-Stimulated RAW 264.7 Macrophages,success,yes,"Figure 6A,B, demonstrating that induction of LPS (1 g mL−1) significantly elevated iNOS protein expression levels compared to the non-LPS-stimulated group.",iNOS,
20,PMC2190891,Lipopolysaccharide-induced selective priming effects on tumor necrosis factor alpha and nitric oxide production in mouse peritoneal macrophages,success,no,,,
21,PMC4088763,Nitric oxide synthase 2-derived NO in endotoxemia is not sufficient to cause hemodynamic effects,success,yes,"We observed in TLR4-/- mice resistant to the inflammatory and lethal effects of endotoxin that various LPS preparations obtained from Sigma – but not Invivogen – were able to induce as much NOS2 and NOx as control mice but without resulting in hemodynamic effects, measured as changes in blood pressure.",Nos2,
22,PMC5967330,Macrophage inducible nitric oxide synthase circulates inflammation and promotes lung carcinogenesis,success,yes,"Western blot analysis showed that treatment with LSP induced a comparable level of NOS2 in WT and KA/KA macrophages but did not detect NOS2 expression in untreated WT, KA/KA, and KA/KA;Nos2−/− cells (Fig. 4a), suggesting that increased inflammation induces NOS2 expression in KA/KA lungs.",Nos2,
23,PMC6920088,Inducible nitric oxide synthase-derived extracellular nitric oxide flux regulates proinflammatory responses at the single cell level,success,no,"In BMDM, LPS alone (18hr) elicited intermediate NO flux which was markedly augmented when combined with IFN\u03b3.",,yes->no: evidence does not name the gene
24,PMC12572803,Nitroalkene inhibition of pro-inflammatory macrophage effector function via modulation of signaling metabolite levels,success,yes,"First, it was confirmed that LPS induced NOS2 expression at 12 h.",Nos2,
25,PMC4577833,NOS1-derived nitric oxide promotes NF-κB transcriptional activity through inhibition of suppressor of cytokine signaling-1,success,no,"We found no detectable expression in WT or knockout cells until 4 h after LPS treatment, well after the early LPS-mediated NOS activity we detected (Fig. 5, F and G).",,yes->no: evidence does not name the gene
26,PMC8480887,Transcriptome profiling reveals new insights into the roles of neuronal nitric oxide synthase on macrophage polarization towards classically activated phenotype,success,yes,"We found that the mRNA levels of M1 cytokine genes, such as Il1̢, Il6, Il12b, and TNF̥, and the M1 marker gene NOS2, were significantly increased in WT macrophages in response to LPS stimulation, whereas their expression was downregulated in NOS1−/− macrophages 2 and 8 h post-LPS treatment (Fig 8).",Nos2,
27,PMC4009253,Crocin Suppresses LPS-Stimulated Expression of Inducible Nitric Oxide Synthase by Upregulation of Heme Oxygenase-1 via Calcium/Calmodulin-Dependent Protein Kinase 4,success,yes,The expression of iNOS was dramatically suppressed by crocin in a dose-dependent manner (Figure 2(b)).,iNOS,
28,PMC4629269,Neocryptotanshinone inhibits lipopolysaccharide-induced inflammation in RAW264.7 macrophages by suppression of NF-κB and iNOS signaling pathways,success,yes,LPS treatment significantly up-regulated the protein expression of iNOS and COX-2.,iNOS,
29,PMC3311437,EP2 and EP4 receptors on muscularis resident macrophages mediate LPS-induced intestinal dysmotility via iNOS upregulation through cAMP/ERK signals,success,yes,"Treatment of ileal tissue with LPS increased the iNOS and cyclooxygenase (COX)-2 gene expression, which lead to intestinal dysmotility.",iNOS,
30,PMC4189263,Inhibition of inducible nitric oxide synthase and osteoclastic differentiation by Atractylodis Rhizoma Alba extract,success,yes,LPS increased iNOS expression by 9.3-fold over control.,iNOS,
31,PMC6543837,Macrophage Polarization: Different Gene Signatures in M1(LPS+) vs. Classically and M2(LPS–) vs. Alternatively Activated Macrophages,success,no,,,
32,PMC4484635,Tissue inflammation and nitric oxide-mediated alterations in cardiovascular function are major determinants of endotoxin-induced insulin resistance,success,yes,"LPS increased iNOS gene expression in heart (1.0  0.04 vs 5.8  1.3; p < 0.05), gastrocnemius (1.0  0.2 vs 3.7  1; p < 0.05) and white adipose tissue (1.0  0.1 vs 3.5  1; p = 0.07) of WT mice.",iNOS,
33,PMC1904226,"Malarial pigment haemozoin, IFN-gamma, TNF-alpha, IL-1beta and LPS do not stimulate expression of inducible nitric oxide synthase and production of nitric oxide in immuno-purified human monocytes",success,yes,"In murine RAW 264.7 macrophages, association of IFN-gamma treatment with phagocytosis of HZ or sHZ enhanced iNOS mRNA expression 35.2- and 15-fold, respectively.",iNOS,
34,PMC7239028,Relevance of inducible nitric oxide synthase for immune control of Mycobacterium avium subspecies paratuberculosis infection in mice,success,yes,"Under these conditions, MAP gradually induced Nos2 mRNA expression over time, whereas LPS that was used as positive control, led to an approximately three-fold higher Nos2 mRNA expression which already peaked at 8 h (Figure 4(a)).",Nos2,
35,PMC5703549,Para-hydroxyphenylpyruvate inhibits the pro-inflammatory stimulation of macrophage preventing LPS-mediated nitro-oxidative unbalance and immunometabolic shift,success,yes,Fig 2A shows that LPS-stimulation of RAW 264.7 macrophages elicited a large increase in transcription of the NOS2 gene (coding for iNOS) and in consequential production of NO assessed as NO2-/NO3- formation (Fig 2B).,Nos2;iNOS,
36,PMC4149512,Expression of Inducible Nitric Oxide Synthase (iNOS) in Microglia of the Developing Quail Retina,success,yes,"Determination of iNOS mRNA expression in E8 explants by RT-PCR showed that iNOS mRNA levels were more than two-fold higher in LPS-treated versus non-treated explants (Figure 11D, E), reflecting an upregulation of the iNOS gene after LPS treatment.",iNOS,
37,PMC3246759,New Role for L-Arginine in Regulation of Inducible Nitric-Oxide-Synthase-Derived Superoxide Anion Production in Raw 264.7 Macrophages,success,yes,"As expected, incubation of RAW 264.7 cells with LPS resulted in a time-dependent accumulation of nitrites and expression of iNOS protein (Figure 2(a)).",iNOS,
38,PMC3767636,Inorganic Polyphosphate Suppresses Lipopolysaccharide-Induced Inducible Nitric Oxide Synthase (iNOS) Expression in Macrophages,success,yes,L39: \u2026while a marked induction of iNOS was observed in LPS-stimulated macrophages (Figure 1A).,iNOS,
39,PMC4247207,The impact of human and mouse differences in NOS2 gene expression on the brain’s redox and immune environment,success,no,"As predicted, mRNA increased in both strains on LPS stimulation, however, levels of expression were lower in mice expressing the huNOS2 gene.",,yes->no: evidence does not name the gene
40,PMC3660024,Comparative Study of The Effect of LPS on The Function of BALB/c and C57BL/6 Peritoneal Macrophages,success,no,NO production increased significantly in both groups after LPS stimulation (Fig 4).,,yes->no: evidence does not name the gene
41,PMC150509,Activation of macrophage nuclear factor-κB and induction of inducible nitric oxide synthase by LPS,success,yes,The mRNA and protein levels of iNOS were also induced in response to LPS and attenuated by steroids.,iNOS,
42,PMC4378362,Analysis of the transcriptional networks underpinning the activation of murine macrophages by inflammatory mediators,success,yes,"Other genes characteristic of classical macrophage activation were also within LPS centric clusters: Nos2, Ccl5, and Ccr7 [79].",Nos2,
43,PMC5010197,Platelet Supernatant Suppresses LPS-Induced Nitric Oxide Production from Macrophages Accompanied by Inhibition of NF-κB Signaling and Increased Arginase-1 Expression,success,yes,"When PLT-BMDMs and control BMDMs were stimulated with LPS for 24 h, the expression level of Arg1 in PLT-BMDMs was found to be 7-fold higher than that in control BMDMs, in association with lower (~10%) expression of Nos2 (Fig 4A).",Nos2,
44,PMC3897658,Arginase-1 Deficiency Regulates Arginine Concentrations and NOS2-Mediated NO Production during Endotoxemia,success,yes,LPS infusion resulted in increased Nos2 expression in both mouse strains compared to basal conditions.,Nos2,
45,PMC12719530,Multiparametric cardiac magnetic resonance identifies macrophage nitric oxide synthase 2-mediated benefits of preventive sodium-glucose cotransporter 2 inhibition in a mouse model of metabolic heart disease,success,no,,,
46,PMC11547330,Selective PPARδ Agonist GW501516 Protects Against LPS-Induced Macrophage Inflammation and Acute Liver Failure in Mice via Suppressing Inflammatory Mediators,success,yes,Treatment with LPS (100 ng/mL) significantly increased both mRNA and protein levels of NOS2 in RAW264.7 cells.,Nos2,
47,PMC5288713,"Epigenetic regulation of nitric oxide synthase 2, inducible (Nos2) by NLRC4 inflammasomes involves PARP1 cleavage",success,yes,"PMs from C57BL/6 WT, casp1/11−/− and MyD88−/− mice were stimulated with Dot, FLA [3 ΓΔg/mL] or FLADot [3 ΓΔg/mL] for 24 hr and NOS2 expression was analyzed by western blotting in total cell extracts.",Nos2,
48,bio_fa5a225b8aad,Effective macrophage clearance of Klebsiella pneumoniae requires the inducible nitric oxide synthase iNOS and is independent of reactive oxygen species generated by NADPH oxidase,success,no,,,
49,PMC9736592,The Inhibition of the Inducible Nitric Oxide Synthase Enhances the DPSC Mineralization under LPS-Induced Inflammation,success,no,,,
50,PMC7102244,Cell-Specific Nitric Oxide Synthase-Isoenzyme Expression and Regulation in Response to Endotoxin in Intact Rat Lungs,success,yes,"Lung immunohistochemistry and quantitative evaluation of staining intensity showed endotoxin-induced increase in iNOS expression in particular in bronchial epithelial cells, cells of the bronchus-associated lymphoid tissue (BALT), alveolar macrophages, and vascular smooth muscle cells in a time- and dose-dependent fashion.",iNOS,
