rank,paper_id,title,judge_status,answer,model_answer,evidence,context,evidence_names,evidence_stimulus,downgraded
11,PMC7837818,Paeoniflorin inhibits the macrophage-related rosacea-like inflammatory reaction through the suppressor of cytokine signaling 3-apoptosis signal-regulating kinase 1-p38 pathway,success,yes,yes,"The expression of ASK1, TLR2, and p38 in RAW 264.7 cells of the LPS group increased, the expression of SOCS3 decreased, and pretreatment with PF alleviated LPS-induced changes in inflammatory factors.","Western Blot analysis was performed to detect intracellular proteins in the control group, LPS group, and PF+LPS group, and the results were similar to the mRNA results.",Socs3;SOCS3,LPS,
12,PMC6850919,Resveratrol decreases CD45+CD206− subtype macrophages in LPS‐induced murine acute lung injury by SOCS3 signalling pathway,success,yes,yes,"In addition, we observed a trend of increased Sirt1 expression (Figure 6E) and significantly increased SOCS3 expression (Figure 6F) in the LPS‐induced WT mice, but not in LPS‐induced cKO mice.",Wild‐type (WT) and SOCS3 conditional knock‐out (cKO) mice were i.t. treated with 5 mg/kg LPS on day 0.,Socs3;SOCS3,LPS,
13,PMC3217009,Pre-Treatment of Recombinant Mouse MFG-E8 Downregulates LPS-Induced TNF-α Production in Macrophages via STAT3-Mediated SOCS3 Activation,success,yes,yes,"During LPS treatment, RAW264.7 cells dramatically induced the SOCS3 expression at its transcriptional and translational levels, while the effects of LPS for SOCS3 become significantly decreased if the cells were pre-treated with rmMFG-E8 (Fig. 4E, 4F).","(E, F) RAW264.7 cells (4×106 cells) were cultured in a 6-well cell culture plate in presence of rmMFG-E8 (500 ng/mL) for 2 h, followed by LPS (10 ng/mL) stimulation for 2 and 4 h, respectively, for SOCS3 mRNA expression by real-time PCR and protein levels by Western-blotting.",Socs3;SOCS3,LPS,
14,PMC5686055,Suppressor of Cytokine Signaling 3 in Macrophages Prevents Exacerbated Interleukin-6-Dependent Arginase-1 Activity and Early Permissiveness to Experimental Tuberculosis,success,yes,yes,"L19: Mtb-infected macrophages express Socs3 in a MyD88-dependent manner (15) and during experimental tuberculosis (TB), Socs3 is induced in lungs of infected mice (13).","L61: Before infection of experimental animals, stock solutions of Mtb were diluted in sterile distilled water to a defined concentration and pulmonary infection was performed using an inhalation exposure system (Glas-Col, Terre-Haute, IN, USA).",Socs3;SOCS3,infected;tuberculosis;infection,
15,PMC8169872,Interleukin-6 deficiency modulates testicular function by increasing the expression of suppressor of cytokine signaling 3 (SOCS3) in mice,success,no,no,,,,,
16,PMC3142066,Macrophage Deletion of SOCS1 Increases Sensitivity to LPS and Palmitic Acid and Results in Systemic Inflammation and Hepatic Insulin Resistance,success,no,no,,,,,
17,PMC2744869,SOCS2 Influences LPS Induced Human Monocyte-Derived Dendritic Cell Maturation,success,yes,yes,"As shown in Fig. 1A, SOCS2, SOCS3 and SOCS6 changed significantly after LPS treatment, whereas the other SOCS family members CIS, SOCS1, 4 and 5 did not change in expression levels.",Human monocyte-derived immature DCs (iDCs) were obtained by culturing with GM-CSF and IL-4. Subsequently the cells were treated with LPS at day 6 of differentiation and harvested for mRNA measurement after 24 h.,Socs3;SOCS3,LPS,
18,PMC3893853,A critical role for suppressor of cytokine signalling 3 in promoting M1 macrophage activation and function in vitro and in vivo,fallback_required,,,,,,,
19,PMC1174965,Negative regulation of cytokine signaling and immune responses by SOCS proteins,success,yes,yes,L122: LPS and TNFalpha induce SOCS3 mRNA and inhibit IL-6-induced activation of STAT3 in macrophages. LPS and TNFalpha induce SOCS3 mRNA and inhibit IL-6-induced activation of STAT3 in macrophages FEBS Lett 1999 463 365 370 10606755 10.1016/S0014-5793(99)01662-2,,Socs3;SOCS3,LPS,
20,PMC5850160,Role of Macrophage Socs3 in the Pathogenesis of Aortic Dissection,success,no,no,,,,,
21,PMC7688919,Reducing Suppressors of Cytokine Signaling-3 (SOCS3) Expression Promotes M2 Macrophage Polarization and Functional Recovery After Intracerebral Hemorrhage,success,no,no,,,,,
22,PMC5008821,Rapid Inflammation in Mice Lacking Both SOCS1 and SOCS3 in Hematopoietic Cells,success,no,no,,,,,
23,PMC5940261,Macrophage/microglial Ezh2 facilitates autoimmune inflammation through inhibition of Socs3,success,yes,yes,"Indeed, we detected both mRNA and protein levels of Socs3 were significantly increased in Ezh2-deficient macrophages and BV2 microglial cells compared with those of WT cells (Fig. 6, G and H).","(G and H) qRT-PCR and IB analysis of Socs3 mRNA and protein levels in WT and Ezh2-deficient macrophages (G, upper panel of H) and Ezh2-KO BV2 cells that infected with EV or lentiviral vector encoding WT Ezh2 (lower panel of H), left nontreated (NT) or stimulated with LPS for 6 h (qPCR) or 12 h (IB).",Socs3;SOCS3,infected;LPS,
24,PMC5733031,SOCS Proteins as Regulators of Inflammatory Responses Induced by Bacterial Infections: A Review,success,yes,yes,"Both live and heat-killed bacteria induced SOCS3; however, live bacteria induction of SOCS3 required de novo protein synthesis (Okada et al., 2009).","A study by Stoiber et al. (Okada et al., 2009) revealed that prolonged infection of macrophages with L. monocytogenes inhibited the phosphorylation of STAT1 and IFN-Γ signaling with an enhancement of SOCS3 transcript and protein via the p38 MAPK pathway.",Socs3;SOCS3,bacteria;infection,
25,PMC10030509,Socs3b regulates the development and function of innate immune cells in zebrafish,success,no,yes,"In WT embryos LPS induction was able to significantly increase the mpx+ neutrophil population, but this increase was not observed in KO embryos ( Figures 4G–J, L ).","Embryos were also subjected to microinjection with LPS at 5 dpf and imaged by fluorescence microscopy 8 hours later (G–J), showing representative images.",,LPS,yes->no: evidence does not name the gene
