rank,paper_id,title,judge_status,answer,model_answer,evidence,context,evidence_names,evidence_stimulus,downgraded
11,PMC12782472,Production and Characterization of IgY Polyclonal Antibodies Specific to Human Interleukin-6 and Their Neutralization Potential for Anti-inflammatory Responses,success,yes,yes,"This concentration of LPS induced IL-6 production, reaching a maximum concentration of approximately 200 pg/ml, whereas untreated cells did not secrete IL-6.",MRC-5 cells (1×107 cells) were cultured in a T25 culture flask using MEM medium containing 10% FBS at 37°C in 5% CO2. The monolayers of MRC-5 cells were treated with 1 μg of LPS in triplicate.,Il-6;IL-6,LPS,
12,PMC6481127,CD80 Expression Correlates with IL-6 Production in THP-1-Like Macrophages Costimulated with LPS and Dialyzable Leukocyte Extract (Transferon®),error,,,,,,,
13,PMC11784258,IRF3 Promotes Production of IL-6 and Nitric Oxide but Represses CCL22 in RAW264.7 Macrophage Cells Exposed to Lipopolysaccharides in Culture,success,yes,yes,"Moreover, IRF3 deficiency depressed the LPS-induced ISRE promoter activity and NO production but increased IL-6 and CCL22 in response to LPS.","RAW-Lucia (wt RAW) or IRF3KO-RAW-Lucia cells (3KO RAW) at 5×105 per well incubated overnight were stimulated with 100 ng or 500 ng E. coli LPS (Ec-LPS) or P. gingivalis LPS (Pg-LPS) or stimulated with 10 µg/mL of poly (I)C (IC10) for 24 h at 37 °C after which secreted luciferase activity (A), IL-6 (B and C), Nitric Oxide (NO) (D) and CCL22 (E and F) production were evaluated.",Il-6;IL-6,LPS;E. coli,
14,PMC4220616,Direct and Indirect Suppression of Interleukin-6 Gene Expression in Murine Macrophages by Nuclear Orphan Receptor REV-ERBα,success,yes,yes,The induction of il6 mRNA after LPS stimulation was dose-dependently repressed by the addition of GSK4112 in peritoneal macrophages (Figure 1(a)).,Peritoneal macrophages were harvested as adherent cells from 2-month-old C57BL/6J mice and were either untreated or treated with 1 ug/mL LPS or 2 or 20 uM GSK4112 for 16 h.,Il6,LPS,
15,PMC9589251,Mouse Ocilrp2/Clec2i negatively regulates LPS-mediated IL-6 production by blocking Dap12-Syk interaction in macrophage,success,yes,yes,"Data showed that the knockdown of Ocilrp2 by siOcilrp2-2 and Ocilrp2-3 significantly increased the mRNA of IL-6 in LPS-induced macrophages, respectively ( Figure 2C ). And the protein expression levels of IL-6 increased by 63% and 65% compared to the control, respectively ( Figure 2D ).","Cells were plated into 12-well plates and cultured in the absence or presence of LPS (100 ng/ml), CpG ODN (0.3 μM), poly(I:C) (10 μg/ml).",Il-6;IL-6,LPS,
16,PMC11023693,"Type I Interferon, Induced by Adenovirus or Adenoviral Vector Infection, Regulates the Cytokine Response to Lipopolysaccharide in a Macrophage Type-Specific Manner",success,yes,yes,"As shown in Figure 5a, b, a significant upregulation of IL-6 and TNF-α mRNA and protein secretion was found in the pretreated MPI cells compared to LPS alone at all time points of investigation, while in BMM, the mRNA expression after 2 h and protein secretion after 6 h remained unchanged, and the secretion after 16 h of stimulation was reduced.","The rmIFN-β-pretreated wild-type MPI cells and BMM were stimulated with LPS in parallel, and the cytokine production was determined at 2 h (as mRNA), 6 h, and 16 h (as protein) after LPS addition.",Il-6;IL-6,LPS,
17,PMC3988054,"The Pro-Inflammatory Cytokine, Interleukin-6, Enhances the Polarization of Alternatively Activated Macrophages",success,no,no,,,,,
18,PMC9411976,"Mathematical modelling of activation-induced heterogeneity in TNF, IL6, NOS2, and IL1β expression reveals cell state transitions underpinning macrophage responses to LPS",success,yes,yes,"L81: At the population level, cumulative secreted levels of TNF, IL-6, and NO were reduced for RAW264.7 cells ( Figure 3B), supporting that the LPS pre-treatment compromised the ability of cells to respond to a second LPS challenge.","L29: For LPS titration experiments, cells were either stimulated with LPS or were left in media (untreated) on day 1.",Il-6;IL-6,LPS,
19,PMC10003757,Isocorydine Ameliorates IL-6 Expression in Bone Marrow-Derived Macrophages and Acute Lung Injury Induced by Lipopolysaccharide,success,yes,yes,"After stimulation with LPS for 6 h, the burst of Il6 mRNA expression in LPS+ICD group was significantly inhibited compared to that in the LPS+PBS group, and the inhibitory effect was dose-dependent (Figure 3D).","Before stimulation with LPS, BMDMs were pretreated with different doses of ICD (0, 25, 50, 75 ͖M) and DEX (5 ͖M) for 1 h.",Il6,LPS,
20,PMC3139050,Curcumin suppresses the production of interleukin-6 in Prevotella intermedia lipopolysaccharide-activated RAW 264.7 cells,success,yes,yes,L43: Stimulation of RAW 264.7 cells with P. intermedia LPS induced significant increases in IL-6 (Fig. 1).,"L28: After washing three times with medium, various concentrations of P. intermedia LPS and curcumin were added and the cells were cultured for 24 hours, after which culture supernatants were collected and assayed for IL-6.",Il-6;IL-6,LPS,
21,PMC7364262,Astragalus membranaceus Injection Suppresses Production of Interleukin-6 by Activating Autophagy through the AMPK-mTOR Pathway in Lipopolysaccharide-Stimulated Macrophages,success,yes,yes,Results showed that LPS increased the levels of both the IL-6 in the cell culture supernatant (Figure 1(a)) and the intracellular IL-6 (Figure 1(b)) in a dose-dependent manner.,"ANA-1 cells were stimulated with LPS at various concentrations (0.25, 0.5, and 1 Γ Γ Γ   g/mL) for 24 h.",Il-6;IL-6,LPS,
22,bio_206e5a356c66,Mathematical modelling of activation-induced heterogeneity reveals cell state transitions underpinning macrophage responses to LPS,success,yes,yes,"At the population level, cumulative secreted levels of TNF, IL-6, and NO were reduced for RAW264.7 cells ( Supplementary Figure 1C ), supporting that the LPS pre-treatment compromised the ability of cells to respond to a second LPS challenge.","To capture distinct macrophage subpopulations upon activation with LPS we measured protein expression of three cytokines, TNF, pro-IL-1̥β and IL-6, and one intracellular pro-inflammatory protein NOS2, an enzyme that catalyzes nitric oxide formation.",Il-6;IL-6,LPS,
23,PMC4413204,"Diphlorethohydroxycarmalol Inhibits Interleukin-6 Production by Regulating NF-κB, STAT5 and SOCS1 in Lipopolysaccharide-Stimulated RAW264.7 Cells",success,yes,yes,"After LPS treatment, TNF-α production was induced after 1 h and continuously increased up to 4 h and then plateaued (Figure 1D), whereas the IL-6 production continuously increased from 6 h (312.4 pg/mL ± 10.2) up to 24 h (918.3 pg/mL) (Figure 1C), and TNF-α was produced earlier than IL-6.","To find the time profile of IL-6 and TNF-α production, we measured the amount of IL-6 and TNF-α in culture supernatants at the indicated time points after LPS treatment.",Il-6;IL-6,LPS,
24,PMC3888770,IL-21 Modulates Release of Proinflammatory Cytokines in LPS-Stimulated Macrophages through Distinct Signaling Pathways,success,no,yes,Treatment of macrophages with LPS alone resulted in a remarkable increase in cytokine production compared to the NT group (P < 0.001).,"Macrophages were incubated with IL-21 (100 ng/mL) in the presence or absence of LPS (100 ng/mL) for 6 h, 12 h and 24 h.",,LPS,yes->no: evidence does not name the gene
25,PMC4655375,The p38 MAPK inhibitor SB203580 differentially modulates LPS-induced interleukin 6 expression in macrophages,success,yes,yes,Stimulation of RAW264.7 macrophages and mouse resident peritoneal macrophages with LPS significantly increased the production of TNF-̑α and IL-6 (Fig. 3).,,Il-6;IL-6,LPS,
