gene	query	search_id	date	rank	paper_id	title	verdict	status
Edn1	Edn1 (endothelin 1) LPS macrophage	s_ce9c4eec	2026-09-25T15:44:00Z	15	PMC6543837	Macrophage Polarization: Different Gene Signatures in M1(LPS+) vs. Classically and M2(LPS–) vs. Alternatively Activated Macrophages	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_ce9c4eec	2026-09-25T15:44:00Z	16	PMC13372918	Lipopolysaccharide-mediated macrophage polarization, conserved pathogenesis, and implications for peripheral neuropathy: a systematic review	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_ce9c4eec	2026-09-25T15:44:00Z	17	PMC3826139	Chlorella 11-Peptide Inhibits the Production of Macrophage-Induced Adhesion Molecules and Reduces Endothelin-1 Expression and Endothelial Permeability	yes	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_ce9c4eec	2026-09-25T15:44:00Z	18	PMC10343049	A novel co-culture model for investigation of the effects of LPS-induced macrophage-derived cytokines on brain endothelial cells	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_ce9c4eec	2026-09-25T15:44:00Z	19	PMC1781469	Transcriptional profiling of the LPS induced NF-κB response in macrophages	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_ce9c4eec	2026-09-25T15:44:00Z	20	PMC6375194	Responses of perivascular macrophages to circulating lipopolysaccharides in the subfornical organ with special reference to endotoxin tolerance	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_ce9c4eec	2026-09-25T15:44:00Z	21	PMC3953056	Epigenetic profile in lipopolysaccharide-stimulated macrophages	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_ce9c4eec	2026-09-25T15:44:00Z	22	bio_5a4c8a837ab5	Macrophage EHD1 promotes inflammation and stabilizes sortilin to accelerate atherosclerosis	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_ce9c4eec	2026-09-25T15:44:00Z	23	PMC6396028	A novel role for myeloid endothelin-B receptors in hypertension	yes	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_ce9c4eec	2026-09-25T15:44:00Z	24	PMC8155903	Differential mRNA and miRNA Profiles Reveal the Potential Roles of Genes and miRNAs Involved in LPS Infection in Chicken Macrophages	no	ok
Edn1	Edn1 (endothelin 1) LPS macrophage	s_ce9c4eec	2026-09-25T15:44:00Z	25	PMC7918892	LPS Tolerance Inhibits Cellular Respiration and Induces Global Changes in the Macrophage Secretome	no	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	1	PMC4188127	“Of Mice and Men”: Arginine Metabolism in Macrophages	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	2	PMC7905073	Nitric oxide produced by NOS2 copes with the cytotoxic effects of superoxide in macrophages	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	3	PMC6245571	Species-Specific Transcriptional Regulation of Genes Involved in Nitric Oxide Production and Arginine Metabolism in Macrophages	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	4	PMC8146495	Lipopolysaccharide-Induced Nitric Oxide and Prostaglandin E2 Production Is Inhibited by Tellimagrandin II in Mouse and Human Macrophages	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	5	PMC7851796	Dataset on the differentiation of THP-1 monocytes to LPS inducible adherent macrophages and their capacity for NO/iNOS signaling	no	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	6	PMC4049611	A Defective TLR4 Signaling for IFN-β Expression Is Responsible for the Innately Lower Ability of BALB/c Macrophages to Produce NO in Response to LPS as Compared to C57BL/6	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	7	PMC12592619	Neutrophilic granule protein promotes lipopolysaccharide-induced iNOS/NO expression via JAK2/STAT1 signaling pathway and augments bacteria clearance of macrophages	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	8	PMC4284740	Pheophytin a Inhibits Inflammation via Suppression of LPS-Induced Nitric Oxide Synthase-2, Prostaglandin E2, and Interleukin-1β of Macrophages	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	9	PMC2365621	Modulation of nitric oxide synthase activity in macrophages	no	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	10	PMC3891534	Anti-Inflammatory Cytokine Interleukin-4 Inhibits Inducible Nitric Oxide Synthase Gene Expression in the Mouse Macrophage Cell Line RAW264.7 through the Repression of Octamer-Dependent Transcription	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	11	PMC1698482	Inhibition of inducible Nitric Oxide Synthase by a mustard gas analog in murine macrophages	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	12	PMC10898816	Internal ribosomal entry site-mediated translational activity of nitric oxide synthase 2	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	13	PMC9368968	Hypoxia Aggravates Inhibition of Alveolar Epithelial Na-Transport by Lipopolysaccharide-Stimulation of Alveolar Macrophages	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	14	PMC5751240	Lipopolysaccharide-Induced Nitric Oxide, Prostaglandin E2, and Cytokine Production of Mouse and Human Macrophages Are Suppressed by Pheophytin-b	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	15	PMC5955621	Mannan-induced Nos2 in macrophages enhances IL-17–driven psoriatic arthritis by innate lymphocytes	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	16	PMC2811838	The inhibitory effect of quercitrin gallate on iNOS expression induced by lipopolysaccharide in Balb/c mice	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	17	PMC2191051	Promoter of the mouse gene encoding calcium-independent nitric oxide synthase confers inducibility by interferon gamma and bacterial lipopolysaccharide	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	18	PMC4191211	Nitric Oxide Synthase: Non-Canonical Expression Patterns	no	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	19	PMC13029237	Formulation of Gamma-Oryzanol Encapsulated Nanoparticles and Their Modulation Effects on Inducible Nitric Oxide Synthase and Nitric Oxide in LPS-Stimulated RAW 264.7 Macrophages	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	20	PMC2190891	Lipopolysaccharide-induced selective priming effects on tumor necrosis factor alpha and nitric oxide production in mouse peritoneal macrophages	no	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	21	PMC4088763	Nitric oxide synthase 2-derived NO in endotoxemia is not sufficient to cause hemodynamic effects	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	22	PMC5967330	Macrophage inducible nitric oxide synthase circulates inflammation and promotes lung carcinogenesis	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	23	PMC6920088	Inducible nitric oxide synthase-derived extracellular nitric oxide flux regulates proinflammatory responses at the single cell level	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	24	PMC12572803	Nitroalkene inhibition of pro-inflammatory macrophage effector function via modulation of signaling metabolite levels	yes	ok
Nos2	Nos2 (nitric oxide synthase 2, inducible) LPS macrophage	s_d6be8ace	2026-09-25T15:44:00Z	25	PMC4577833	NOS1-derived nitric oxide promotes NF-κB transcriptional activity through inhibition of suppressor of cytokine signaling-1		error
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	1	PMC10859262	NF-κB p65 and TCF-4 interactions are associated with LPS-stimulated IL-6 secretion of macrophages	yes	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	2	PMC10971188	In Vitro Study of Interleukin-6 when Used at Low Dose and Ultra-Low Dose in Micro-Immunotherapy	yes	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	3	PMC9411515	Anxiolytic-like effects of hochuekkito in lipopolysaccharide-treated mice involve interleukin-6 inhibition	yes	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	4	PMC3786936	The Uremic Toxin Indoxyl Sulphate Enhances Macrophage Response to LPS	yes	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	5	PMC4161471	Interleukin-6 signaling promotes alternative macrophage activation to limit obesity-associated insulin resistance and endotoxemia	no	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	6	PMC6345024	CEACAM1 regulates the IL-6 mediated fever response to LPS through the RP105 receptor in murine monocytes	yes	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	7	bio_f7b8d9ca6e0e	COVID-19 virtual patient cohort reveals immune mechanisms driving disease outcomes	yes	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	8	PMC2910493	Interleukin-6 Contributes to Age-Related Alteration of Cytokine Production by Macrophages	no	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	9	PMC4355005	MicroRNA-181b regulates endotoxin tolerance by targeting IL-6 in macrophage RAW264.7 cells	yes	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	10	PMC9363591	Interleukin 6-regulated macrophage polarization controls atherosclerosis-associated vascular intimal hyperplasia	no	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	11	PMC12782472	Production and Characterization of IgY Polyclonal Antibodies Specific to Human Interleukin-6 and Their Neutralization Potential for Anti-inflammatory Responses	yes	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	12	PMC6481127	CD80 Expression Correlates with IL-6 Production in THP-1-Like Macrophages Costimulated with LPS and Dialyzable Leukocyte Extract (Transferon®)		error
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	13	PMC11784258	IRF3 Promotes Production of IL-6 and Nitric Oxide but Represses CCL22 in RAW264.7 Macrophage Cells Exposed to Lipopolysaccharides in Culture	yes	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	14	PMC4220616	Direct and Indirect Suppression of Interleukin-6 Gene Expression in Murine Macrophages by Nuclear Orphan Receptor REV-ERBα	yes	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	15	PMC9589251	Mouse Ocilrp2/Clec2i negatively regulates LPS-mediated IL-6 production by blocking Dap12-Syk interaction in macrophage	yes	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	16	PMC11023693	Type I Interferon, Induced by Adenovirus or Adenoviral Vector Infection, Regulates the Cytokine Response to Lipopolysaccharide in a Macrophage Type-Specific Manner	yes	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	17	PMC3988054	The Pro-Inflammatory Cytokine, Interleukin-6, Enhances the Polarization of Alternatively Activated Macrophages	no	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	18	PMC9411976	Mathematical modelling of activation-induced heterogeneity in TNF, IL6, NOS2, and IL1β expression reveals cell state transitions underpinning macrophage responses to LPS	yes	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	19	PMC10003757	Isocorydine Ameliorates IL-6 Expression in Bone Marrow-Derived Macrophages and Acute Lung Injury Induced by Lipopolysaccharide	yes	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	20	PMC3139050	Curcumin suppresses the production of interleukin-6 in Prevotella intermedia lipopolysaccharide-activated RAW 264.7 cells	yes	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	21	PMC7364262	Astragalus membranaceus Injection Suppresses Production of Interleukin-6 by Activating Autophagy through the AMPK-mTOR Pathway in Lipopolysaccharide-Stimulated Macrophages	yes	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	22	bio_206e5a356c66	Mathematical modelling of activation-induced heterogeneity reveals cell state transitions underpinning macrophage responses to LPS	yes	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	23	PMC4413204	Diphlorethohydroxycarmalol Inhibits Interleukin-6 Production by Regulating NF-κB, STAT5 and SOCS1 in Lipopolysaccharide-Stimulated RAW264.7 Cells	yes	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	24	PMC3888770	IL-21 Modulates Release of Proinflammatory Cytokines in LPS-Stimulated Macrophages through Distinct Signaling Pathways	no	ok
Il6	Il6 (interleukin 6) LPS macrophage	s_6a1d2e02	2026-09-25T15:44:00Z	25	PMC4655375	The p38 MAPK inhibitor SB203580 differentially modulates LPS-induced interleukin 6 expression in macrophages	yes	ok
Tnfsf15	Tnfsf15 (tumor necrosis factor (ligand) superfamily, member 15) LPS macrophage	s_df3e5637	2026-09-25T15:44:26Z	1	PMC7689184	TNFSF15 Promotes Antimicrobial Pathways in Human Macrophages and These Are Modulated by TNFSF15 Disease-Risk Variants	no	ok
Tnfsf15	Tnfsf15 (tumor necrosis factor (ligand) superfamily, member 15) LPS macrophage	s_df3e5637	2026-09-25T15:44:26Z	2	PMC8812784	TNFSF15 facilitates differentiation and polarization of macrophages toward M1 phenotype to inhibit tumor growth	no	ok
Tnfsf15	Tnfsf15 (tumor necrosis factor (ligand) superfamily, member 15) LPS macrophage	s_df3e5637	2026-09-25T15:44:26Z	3	PMC6543837	Macrophage Polarization: Different Gene Signatures in M1(LPS+) vs. Classically and M2(LPS–) vs. Alternatively Activated Macrophages	no	ok
Tnfsf15	Tnfsf15 (tumor necrosis factor (ligand) superfamily, member 15) LPS macrophage	s_df3e5637	2026-09-25T15:44:26Z	4	PMC3431012	LITAF and TNFSF15, two downstream targets of AMPK, exert inhibitory effects on tumor growth	no	ok
Tnfsf15	Tnfsf15 (tumor necrosis factor (ligand) superfamily, member 15) LPS macrophage	s_df3e5637	2026-09-25T15:44:26Z	5	PMC3959508	Identifying and testing candidate genetic polymorphisms in irritable bowel syndrome: association with TNFSF15 and tumor necrosis factor-α	no	ok
Tnfsf15	Tnfsf15 (tumor necrosis factor (ligand) superfamily, member 15) LPS macrophage	s_df3e5637	2026-09-25T15:44:26Z	6	PMC12294962	Quantitative Proteomics Reveals Fh15 as an Antagonist of TLR4 Downregulating the Activation of NF-κB, Inducible Nitric Oxide, Phagosome Signaling Pathways, and Oxidative Stress of LPS-Stimulated Macrophages	no	ok
Tnfsf15	Tnfsf15 (tumor necrosis factor (ligand) superfamily, member 15) LPS macrophage	s_df3e5637	2026-09-25T15:44:26Z	7	PMC6130856	Reduced monocyte and macrophage TNFSF15/TL1A expression is associated with susceptibility to inflammatory bowel disease	yes	ok
Tnfsf15	Tnfsf15 (tumor necrosis factor (ligand) superfamily, member 15) LPS macrophage	s_df3e5637	2026-09-25T15:44:26Z	8	PMC9161903	Protective effect of growth differentiation factor 15 in sepsis by regulating macrophage polarization and its mechanism	no	ok
Tnfsf15	Tnfsf15 (tumor necrosis factor (ligand) superfamily, member 15) LPS macrophage	s_df3e5637	2026-09-25T15:44:26Z	9	PMC6584785	Distinct Expression Patterns of Two Tumor Necrosis Factor Superfamily Member 15 Gene Isoforms in Human Colon Cancer	no	ok
Tnfsf15	Tnfsf15 (tumor necrosis factor (ligand) superfamily, member 15) LPS macrophage	s_df3e5637	2026-09-25T15:44:26Z	10	PMC12872506	GDF15 orchestrates mitochondrial-immune crosstalk via SMAD7-HIF-1α-PKM2 cascade to attenuate septic liver injury	no	ok
Tnfsf15	Tnfsf15 (tumor necrosis factor (ligand) superfamily, member 15) LPS macrophage	s_df3e5637	2026-09-25T15:44:26Z	11	PMC13372918	Lipopolysaccharide-mediated macrophage polarization, conserved pathogenesis, and implications for peripheral neuropathy: a systematic review	no	ok
Tnfsf15	Tnfsf15 (tumor necrosis factor (ligand) superfamily, member 15) LPS macrophage	s_df3e5637	2026-09-25T15:44:26Z	12	PMC8155903	Differential mRNA and miRNA Profiles Reveal the Potential Roles of Genes and miRNAs Involved in LPS Infection in Chicken Macrophages	no	ok
Tnfsf15	Tnfsf15 (tumor necrosis factor (ligand) superfamily, member 15) LPS macrophage	s_df3e5637	2026-09-25T15:44:26Z	13	PMC3333514	Monocyte normal immune response to LPS stimulation	no	ok
Tnfsf15	Tnfsf15 (tumor necrosis factor (ligand) superfamily, member 15) LPS macrophage	s_df3e5637	2026-09-25T15:44:26Z	14	PMC5979423	Cytokine Expression and Macrophage Localization in Xenograft and Allograft Tumor Models Stimulated with Lipopolysaccharide	no	ok
Tnfsf15	Tnfsf15 (tumor necrosis factor (ligand) superfamily, member 15) LPS macrophage	s_df3e5637	2026-09-25T15:44:26Z	15	PMC5954968	Tremella fuciformis Polysaccharides Attenuate Oxidative Stress and Inflammation in Macrophages through miR-155	no	ok
